"Country","Zone","Product_Category","Customer_Rating","Feedback_Type","Volume_of_Feedback","Date"
"Germany","East","Carbonated Drinks","2","Positive","245","2024-06-30"
"China","North","Water","1","Negative","97","2024-06-30"
"Germany","West","Carbonated Drinks","2","Positive","494","2024-06-30"
"China","West","Carbonated Drinks","1","Positive","248","2024-06-30"
"India","East","Juices","3","Positive","81","2024-06-30"
"Germany","North","Juices","1","Negative","112","2024-06-30"
"USA","North","Carbonated Drinks","1","Negative","408","2024-07-01"
"India","South","Juices","1","Negative","203","2024-07-01"
"USA","North","Juices","3","Negative","358","2024-07-01"
"Germany","East","Water","2","Positive","212","2024-07-01"
"India","East","Juices","2","Positive","437","2024-07-01"
"USA","West","Water","4","Positive","338","2024-07-01"
"Germany","East","Carbonated Drinks","3","Negative","278","2024-07-01"
"India","East","Water","1","Negative","234","2024-07-01"
"China","North","Carbonated Drinks","5","Negative","130","2024-07-01"
"India","West","Water","2","Negative","100","2024-07-01"
"China","South","Water","2","Negative","391","2024-07-01"
"Germany","South","Juices","2","Positive","85","2024-07-01"
"Brazil","North","Water","4","Negative","121","2024-07-01"
"China","North","Juices","4","Negative","486","2024-07-01"
"India","West","Juices","3","Negative","172","2024-07-01"
"USA","North","Juices","4","Positive","391","2024-07-01"
"Brazil","North","Carbonated Drinks","2","Positive","98","2024-07-01"
"USA","West","Carbonated Drinks","3","Positive","426","2024-07-01"
"China","West","Juices","1","Positive","150","2024-07-01"
"India","West","Juices","1","Positive","485","2024-07-01"
"Germany","North","Carbonated Drinks","2","Negative","101","2024-07-01"
"Brazil","East","Juices","3","Negative","237","2024-07-01"
"China","West","Water","4","Negative","461","2024-07-01"
"India","West","Water","4","Negative","183","2024-07-01"
"China","North","Water","3","Negative","362","2024-07-02"
"Germany","North","Juices","5","Negative","74","2024-07-02"
"China","East","Water","2","Negative","82","2024-07-02"
"Brazil","East","Water","4","Negative","253","2024-07-02"
"Brazil","North","Juices","3","Positive","150","2024-07-02"
"Brazil","South","Water","3","Negative","316","2024-07-02"
"India","North","Juices","3","Negative","444","2024-07-02"
"USA","North","Carbonated Drinks","2","Negative","350","2024-07-02"
"Germany","East","Carbonated Drinks","4","Positive","286","2024-07-02"
"India","South","Water","4","Positive","235","2024-07-02"
"Brazil","East","Carbonated Drinks","4","Negative","175","2024-07-02"
"Germany","South","Carbonated Drinks","3","Negative","213","2024-07-02"
"India","North","Juices","5","Negative","410","2024-07-02"
"Germany","North","Water","5","Negative","70","2024-07-02"
"Germany","North","Water","4","Negative","167","2024-07-02"
"India","East","Carbonated Drinks","3","Negative","396","2024-07-02"
"Brazil","North","Juices","2","Positive","206","2024-07-02"
"Brazil","West","Water","3","Negative","425","2024-07-02"
"USA","North","Water","4","Positive","269","2024-07-02"
"Germany","West","Water","2","Negative","402","2024-07-02"
"Brazil","North","Carbonated Drinks","4","Positive","145","2024-07-02"
"China","East","Water","1","Negative","75","2024-07-02"
"China","North","Juices","5","Negative","474","2024-07-02"
"China","North","Carbonated Drinks","2","Negative","384","2024-07-02"
"Brazil","East","Water","1","Positive","454","2024-07-03"
"China","South","Water","3","Positive","230","2024-07-03"
"China","West","Carbonated Drinks","2","Positive","344","2024-07-03"
"Germany","East","Carbonated Drinks","5","Negative","110","2024-07-03"
"India","West","Juices","5","Positive","226","2024-07-03"
"India","West","Carbonated Drinks","1","Positive","296","2024-07-03"
"Germany","East","Juices","2","Positive","494","2024-07-03"
"Germany","South","Water","1","Negative","188","2024-07-03"
"USA","East","Juices","1","Negative","405","2024-07-03"
"USA","North","Carbonated Drinks","2","Positive","465","2024-07-03"
"Brazil","East","Juices","1","Positive","175","2024-07-03"
"Brazil","West","Juices","5","Positive","255","2024-07-03"
"India","West","Carbonated Drinks","1","Positive","281","2024-07-03"
"Germany","East","Water","2","Positive","294","2024-07-03"
"Brazil","South","Juices","5","Negative","140","2024-07-03"
"India","West","Juices","2","Positive","252","2024-07-03"
"Germany","West","Juices","5","Positive","51","2024-07-03"
"China","East","Juices","2","Negative","373","2024-07-03"
"China","North","Carbonated Drinks","5","Negative","50","2024-07-03"
"India","East","Water","5","Negative","240","2024-07-03"
"USA","South","Water","3","Positive","220","2024-07-03"
"Brazil","West","Juices","2","Positive","65","2024-07-03"
"Germany","South","Juices","5","Negative","132","2024-07-03"
"Brazil","North","Water","4","Positive","312","2024-07-03"
"Brazil","West","Carbonated Drinks","5","Positive","184","2024-07-04"
"Brazil","West","Water","3","Negative","85","2024-07-04"
"India","East","Juices","5","Negative","101","2024-07-04"
"USA","North","Juices","5","Negative","401","2024-07-04"
"Germany","North","Water","5","Negative","278","2024-07-04"
"USA","South","Juices","5","Positive","68","2024-07-04"
"Germany","West","Juices","3","Positive","345","2024-07-04"
"China","North","Carbonated Drinks","2","Negative","261","2024-07-04"
"USA","West","Water","5","Positive","297","2024-07-04"
"Brazil","North","Water","2","Negative","269","2024-07-04"
"Germany","West","Water","5","Positive","279","2024-07-04"
"Brazil","North","Carbonated Drinks","4","Positive","50","2024-07-04"
"USA","South","Water","5","Negative","79","2024-07-04"
"USA","West","Water","4","Negative","115","2024-07-04"
"China","West","Juices","5","Positive","393","2024-07-04"
"Germany","East","Juices","5","Negative","118","2024-07-04"
"India","West","Water","2","Positive","107","2024-07-04"
"China","East","Juices","5","Negative","407","2024-07-04"
"China","South","Juices","5","Negative","483","2024-07-04"
"Germany","South","Water","3","Positive","393","2024-07-04"
"USA","West","Carbonated Drinks","1","Positive","425","2024-07-04"
"Brazil","East","Carbonated Drinks","3","Positive","433","2024-07-04"
"Germany","North","Juices","2","Positive","124","2024-07-04"
"Brazil","South","Carbonated Drinks","4","Positive","345","2024-07-04"
"USA","South","Water","5","Positive","78","2024-07-05"
"China","South","Water","5","Negative","302","2024-07-05"
"USA","North","Carbonated Drinks","5","Negative","419","2024-07-05"
"Germany","South","Water","2","Positive","262","2024-07-05"
"Germany","West","Juices","5","Negative","128","2024-07-05"
"India","West","Carbonated Drinks","3","Negative","325","2024-07-05"
"Brazil","North","Water","2","Positive","151","2024-07-05"
"India","North","Juices","4","Positive","148","2024-07-05"
"India","South","Juices","4","Positive","194","2024-07-05"
"USA","West","Water","2","Negative","418","2024-07-05"
"Germany","West","Juices","2","Positive","437","2024-07-05"
"Germany","West","Juices","5","Negative","469","2024-07-05"
"Brazil","North","Water","5","Positive","117","2024-07-05"
"USA","East","Juices","5","Negative","350","2024-07-05"
"China","South","Carbonated Drinks","3","Positive","185","2024-07-05"
"India","East","Juices","5","Positive","344","2024-07-05"
"Germany","East","Water","3","Negative","67","2024-07-05"
"India","North","Carbonated Drinks","1","Positive","207","2024-07-05"
"China","East","Water","4","Negative","371","2024-07-05"
"Germany","South","Water","5","Positive","207","2024-07-05"
"China","East","Water","4","Positive","74","2024-07-05"
"USA","North","Water","1","Negative","441","2024-07-05"
"Germany","East","Juices","3","Negative","417","2024-07-05"
"China","West","Water","2","Positive","463","2024-07-05"
"USA","North","Water","5","Positive","308","2024-07-06"
"Germany","East","Carbonated Drinks","1","Negative","378","2024-07-06"
"USA","North","Water","4","Positive","416","2024-07-06"
"India","South","Carbonated Drinks","2","Positive","180","2024-07-06"
"Brazil","North","Water","5","Positive","88","2024-07-06"
"India","East","Carbonated Drinks","4","Negative","396","2024-07-06"
"Germany","South","Juices","4","Negative","146","2024-07-06"
"India","North","Carbonated Drinks","2","Positive","106","2024-07-06"
"Germany","East","Carbonated Drinks","4","Negative","94","2024-07-06"
"India","East","Water","5","Negative","449","2024-07-06"
"Germany","South","Carbonated Drinks","3","Positive","81","2024-07-06"
"China","East","Juices","4","Positive","459","2024-07-06"
"USA","East","Juices","5","Negative","112","2024-07-06"
"USA","South","Carbonated Drinks","5","Positive","138","2024-07-06"
"Brazil","West","Water","2","Negative","253","2024-07-06"
"USA","South","Juices","2","Positive","284","2024-07-06"
"Brazil","East","Carbonated Drinks","4","Negative","431","2024-07-06"
"Germany","West","Juices","4","Negative","488","2024-07-06"
"USA","West","Juices","3","Negative","304","2024-07-06"
"Brazil","South","Carbonated Drinks","5","Negative","427","2024-07-06"
"China","South","Juices","3","Positive","78","2024-07-06"
"Brazil","North","Water","3","Positive","113","2024-07-06"
"China","East","Carbonated Drinks","1","Negative","67","2024-07-06"
"India","North","Carbonated Drinks","2","Positive","270","2024-07-06"
"USA","North","Carbonated Drinks","1","Positive","465","2024-07-07"
"USA","West","Juices","5","Negative","358","2024-07-07"
"India","East","Carbonated Drinks","1","Positive","82","2024-07-07"
"Brazil","North","Water","2","Positive","379","2024-07-07"
"Germany","West","Water","2","Positive","169","2024-07-07"
"China","North","Carbonated Drinks","2","Negative","454","2024-07-07"
"Germany","South","Juices","3","Positive","142","2024-07-07"
"Brazil","South","Juices","5","Positive","466","2024-07-07"
"India","North","Juices","2","Negative","429","2024-07-07"
"Brazil","West","Juices","4","Positive","269","2024-07-07"
"India","West","Juices","5","Positive","293","2024-07-07"
"China","East","Juices","4","Positive","181","2024-07-07"
"Brazil","West","Juices","5","Negative","213","2024-07-07"
"Germany","South","Water","3","Negative","261","2024-07-07"
"China","West","Carbonated Drinks","2","Negative","309","2024-07-07"
"Germany","North","Juices","1","Negative","92","2024-07-07"
"Germany","South","Water","1","Negative","112","2024-07-07"
"India","North","Carbonated Drinks","2","Negative","294","2024-07-07"
"Brazil","East","Juices","2","Negative","368","2024-07-07"
"India","South","Water","1","Positive","244","2024-07-07"
"China","North","Water","5","Positive","137","2024-07-07"
"Germany","East","Water","3","Negative","316","2024-07-07"
"India","North","Carbonated Drinks","3","Positive","377","2024-07-07"
"Germany","West","Water","3","Negative","352","2024-07-07"
"Germany","North","Juices","1","Negative","474","2024-07-08"
"India","North","Water","4","Positive","478","2024-07-08"
"Brazil","East","Juices","1","Positive","386","2024-07-08"
"China","North","Carbonated Drinks","4","Negative","266","2024-07-08"
"China","South","Juices","4","Positive","426","2024-07-08"
"China","North","Water","3","Positive","277","2024-07-08"
"China","South","Water","3","Negative","328","2024-07-08"
"China","North","Juices","5","Positive","85","2024-07-08"
"India","West","Juices","3","Negative","68","2024-07-08"
"Germany","East","Carbonated Drinks","5","Positive","389","2024-07-08"
"India","North","Carbonated Drinks","1","Positive","411","2024-07-08"
"China","East","Juices","1","Positive","478","2024-07-08"
"India","West","Water","1","Negative","128","2024-07-08"
"Brazil","East","Juices","1","Negative","205","2024-07-08"
"Brazil","East","Juices","1","Negative","241","2024-07-08"
"Germany","East","Water","5","Positive","212","2024-07-08"
"USA","West","Carbonated Drinks","3","Positive","386","2024-07-08"
"India","West","Juices","4","Negative","212","2024-07-08"
"Brazil","West","Water","5","Positive","55","2024-07-08"
"Germany","South","Juices","3","Positive","210","2024-07-08"
"USA","South","Juices","3","Positive","63","2024-07-08"
"Germany","North","Juices","2","Positive","333","2024-07-08"
"India","South","Water","1","Positive","187","2024-07-08"
"China","North","Juices","5","Positive","378","2024-07-08"
"Germany","West","Water","1","Positive","144","2024-07-09"
"Brazil","North","Carbonated Drinks","3","Negative","278","2024-07-09"
"China","North","Water","5","Positive","115","2024-07-09"
"USA","West","Water","1","Negative","295","2024-07-09"
"USA","South","Water","2","Negative","223","2024-07-09"
"India","South","Carbonated Drinks","1","Negative","438","2024-07-09"
"China","West","Juices","5","Positive","158","2024-07-09"
"Germany","North","Water","1","Positive","156","2024-07-09"
"Brazil","South","Juices","2","Positive","407","2024-07-09"
"USA","North","Carbonated Drinks","1","Negative","301","2024-07-09"
"China","East","Juices","1","Positive","320","2024-07-09"
"Brazil","West","Juices","5","Positive","343","2024-07-09"
"India","North","Water","4","Negative","295","2024-07-09"
"USA","North","Carbonated Drinks","4","Positive","350","2024-07-09"
"Germany","North","Carbonated Drinks","4","Negative","154","2024-07-09"
"USA","East","Carbonated Drinks","1","Negative","400","2024-07-09"
"Germany","West","Water","1","Negative","372","2024-07-09"
"India","North","Water","4","Negative","487","2024-07-09"
"India","East","Carbonated Drinks","2","Negative","70","2024-07-09"
"China","South","Carbonated Drinks","4","Negative","163","2024-07-09"
"China","South","Juices","1","Negative","435","2024-07-09"
"India","South","Carbonated Drinks","3","Positive","244","2024-07-09"
"China","West","Juices","3","Positive","155","2024-07-09"
"USA","East","Water","4","Negative","58","2024-07-09"
"Brazil","South","Water","2","Negative","157","2024-07-10"
"India","East","Water","3","Positive","434","2024-07-10"
"China","West","Water","4","Negative","451","2024-07-10"
"USA","West","Water","4","Positive","395","2024-07-10"
"Brazil","East","Juices","5","Positive","282","2024-07-10"
"Germany","East","Carbonated Drinks","4","Negative","392","2024-07-10"
"India","East","Juices","5","Positive","59","2024-07-10"
"India","West","Water","3","Negative","89","2024-07-10"
"China","East","Juices","4","Positive","476","2024-07-10"
"Brazil","East","Juices","5","Negative","127","2024-07-10"
"USA","North","Carbonated Drinks","4","Positive","283","2024-07-10"
"USA","West","Carbonated Drinks","4","Positive","77","2024-07-10"
"USA","East","Water","5","Positive","413","2024-07-10"
"USA","West","Juices","1","Negative","361","2024-07-10"
"Brazil","North","Water","2","Negative","245","2024-07-10"
"China","West","Water","1","Negative","360","2024-07-10"
"China","East","Carbonated Drinks","5","Positive","245","2024-07-10"
"Germany","South","Juices","4","Positive","484","2024-07-10"
"USA","West","Carbonated Drinks","5","Positive","316","2024-07-10"
"China","South","Water","5","Negative","324","2024-07-10"
"China","East","Juices","4","Negative","356","2024-07-10"
"India","South","Water","1","Positive","457","2024-07-10"
"Germany","West","Juices","2","Negative","299","2024-07-10"
"Brazil","North","Carbonated Drinks","4","Negative","153","2024-07-10"
"Germany","East","Juices","1","Negative","118","2024-07-11"
"China","East","Juices","5","Positive","125","2024-07-11"
"USA","East","Water","2","Negative","69","2024-07-11"
"India","South","Juices","4","Positive","117","2024-07-11"
"Germany","North","Juices","2","Negative","439","2024-07-11"
"India","South","Carbonated Drinks","1","Positive","354","2024-07-11"
"USA","South","Juices","3","Negative","350","2024-07-11"
"Germany","South","Juices","3","Positive","435","2024-07-11"
"USA","West","Water","1","Negative","204","2024-07-11"
"Germany","East","Juices","1","Positive","492","2024-07-11"
"Brazil","North","Water","5","Positive","459","2024-07-11"
"China","South","Carbonated Drinks","4","Negative","454","2024-07-11"
"India","West","Water","1","Positive","466","2024-07-11"
"Brazil","North","Carbonated Drinks","1","Negative","106","2024-07-11"
"China","West","Juices","4","Positive","356","2024-07-11"
"Germany","East","Carbonated Drinks","5","Positive","453","2024-07-11"
"Germany","North","Carbonated Drinks","5","Negative","130","2024-07-11"
"Brazil","South","Juices","3","Positive","203","2024-07-11"
"USA","West","Carbonated Drinks","1","Positive","270","2024-07-11"
"Germany","South","Water","4","Negative","116","2024-07-11"
"China","East","Juices","1","Positive","226","2024-07-11"
"Brazil","West","Water","2","Positive","209","2024-07-11"
"Germany","North","Carbonated Drinks","1","Positive","238","2024-07-11"
"China","West","Carbonated Drinks","4","Positive","312","2024-07-11"
"Germany","North","Carbonated Drinks","4","Negative","80","2024-07-12"
"India","South","Carbonated Drinks","3","Negative","103","2024-07-12"
"USA","East","Juices","4","Negative","264","2024-07-12"
"Brazil","West","Carbonated Drinks","5","Negative","342","2024-07-12"
"China","East","Juices","1","Negative","314","2024-07-12"
"Brazil","West","Juices","2","Positive","79","2024-07-12"
"China","South","Carbonated Drinks","3","Positive","361","2024-07-12"
"China","West","Water","5","Positive","211","2024-07-12"
"India","South","Carbonated Drinks","5","Positive","181","2024-07-12"
"India","South","Carbonated Drinks","3","Negative","294","2024-07-12"
"Germany","East","Water","1","Negative","456","2024-07-12"
"Brazil","North","Water","4","Negative","408","2024-07-12"
"China","South","Juices","4","Negative","122","2024-07-12"
"China","South","Water","5","Negative","117","2024-07-12"
"USA","East","Juices","3","Positive","186","2024-07-12"
"USA","West","Juices","5","Negative","324","2024-07-12"
"India","East","Water","1","Positive","113","2024-07-12"
"China","East","Juices","3","Negative","241","2024-07-12"
"India","North","Carbonated Drinks","3","Positive","54","2024-07-12"
"USA","South","Carbonated Drinks","4","Positive","238","2024-07-12"
"China","West","Carbonated Drinks","3","Negative","287","2024-07-12"
"Brazil","West","Carbonated Drinks","1","Negative","292","2024-07-12"
"Germany","South","Carbonated Drinks","5","Negative","213","2024-07-12"
"USA","North","Water","3","Negative","430","2024-07-12"
"Germany","West","Juices","2","Positive","475","2024-07-13"
"China","East","Juices","1","Positive","461","2024-07-13"
"Brazil","East","Water","4","Positive","396","2024-07-13"
"India","West","Carbonated Drinks","4","Positive","365","2024-07-13"
"USA","West","Juices","5","Positive","56","2024-07-13"
"India","North","Carbonated Drinks","3","Positive","243","2024-07-13"
"China","West","Carbonated Drinks","5","Negative","413","2024-07-13"
"China","North","Juices","5","Negative","125","2024-07-13"
"China","South","Juices","4","Positive","283","2024-07-13"
"Germany","East","Carbonated Drinks","2","Positive","446","2024-07-13"
"India","East","Carbonated Drinks","2","Positive","455","2024-07-13"
"Germany","South","Carbonated Drinks","1","Negative","100","2024-07-13"
"India","South","Water","2","Negative","140","2024-07-13"
"USA","South","Water","5","Negative","358","2024-07-13"
"Germany","North","Carbonated Drinks","5","Negative","474","2024-07-13"
"China","North","Carbonated Drinks","3","Positive","221","2024-07-13"
"India","North","Carbonated Drinks","3","Positive","213","2024-07-13"
"China","East","Juices","3","Positive","365","2024-07-13"
"Brazil","West","Juices","5","Negative","152","2024-07-13"
"USA","South","Water","1","Positive","274","2024-07-13"
"India","North","Carbonated Drinks","4","Positive","76","2024-07-13"
"Germany","West","Carbonated Drinks","3","Negative","466","2024-07-13"
"Brazil","East","Carbonated Drinks","2","Negative","420","2024-07-13"
"Germany","North","Carbonated Drinks","1","Negative","203","2024-07-13"
"USA","East","Carbonated Drinks","2","Positive","157","2024-07-14"
"India","North","Juices","5","Positive","454","2024-07-14"
"Brazil","South","Juices","1","Negative","52","2024-07-14"
"Brazil","East","Juices","2","Positive","303","2024-07-14"
"Brazil","South","Juices","2","Positive","183","2024-07-14"
"India","North","Juices","4","Positive","279","2024-07-14"
"USA","West","Carbonated Drinks","2","Negative","60","2024-07-14"
"China","West","Water","1","Negative","349","2024-07-14"
"Brazil","South","Juices","5","Negative","341","2024-07-14"
"USA","West","Water","3","Negative","318","2024-07-14"
"China","West","Juices","2","Positive","289","2024-07-14"
"Germany","South","Juices","3","Negative","443","2024-07-14"
"India","North","Carbonated Drinks","5","Positive","419","2024-07-14"
"China","South","Juices","3","Positive","102","2024-07-14"
"USA","East","Juices","5","Positive","98","2024-07-14"
"China","West","Juices","2","Positive","343","2024-07-14"
"Brazil","North","Juices","4","Negative","402","2024-07-14"
"USA","East","Water","1","Positive","120","2024-07-14"
"India","South","Juices","3","Negative","102","2024-07-14"
"Germany","South","Carbonated Drinks","1","Negative","268","2024-07-14"
"India","South","Water","2","Negative","462","2024-07-14"
"China","North","Carbonated Drinks","3","Positive","367","2024-07-14"
"Brazil","East","Carbonated Drinks","3","Positive","225","2024-07-14"
"Brazil","East","Carbonated Drinks","2","Positive","263","2024-07-14"
"USA","North","Water","5","Negative","229","2024-07-15"
"Brazil","East","Juices","2","Negative","350","2024-07-15"
"Brazil","East","Carbonated Drinks","3","Negative","267","2024-07-15"
"Germany","South","Juices","2","Negative","369","2024-07-15"
"China","East","Carbonated Drinks","4","Positive","71","2024-07-15"
"China","South","Water","1","Negative","100","2024-07-15"
"Brazil","East","Carbonated Drinks","1","Negative","428","2024-07-15"
"Germany","West","Carbonated Drinks","5","Negative","140","2024-07-15"
"India","East","Water","2","Negative","50","2024-07-15"
"India","East","Carbonated Drinks","3","Negative","256","2024-07-15"
"USA","South","Carbonated Drinks","3","Positive","161","2024-07-15"
"USA","North","Juices","2","Positive","233","2024-07-15"
"Brazil","North","Carbonated Drinks","5","Positive","449","2024-07-15"
"India","North","Juices","2","Negative","155","2024-07-15"
"Brazil","South","Carbonated Drinks","1","Negative","58","2024-07-15"
"Germany","West","Juices","2","Positive","454","2024-07-15"
"USA","North","Juices","1","Negative","256","2024-07-15"
"USA","East","Juices","2","Negative","297","2024-07-15"
"USA","North","Carbonated Drinks","1","Negative","450","2024-07-15"
"Germany","North","Juices","3","Positive","320","2024-07-15"
"India","South","Juices","1","Positive","198","2024-07-15"
"China","East","Carbonated Drinks","4","Negative","80","2024-07-15"
"Brazil","West","Juices","3","Negative","183","2024-07-15"
"USA","West","Juices","5","Positive","315","2024-07-15"
"India","North","Carbonated Drinks","4","Positive","200","2024-07-16"
"China","South","Water","4","Negative","196","2024-07-16"
"India","South","Carbonated Drinks","4","Negative","168","2024-07-16"
"India","West","Carbonated Drinks","2","Negative","241","2024-07-16"
"China","West","Water","4","Positive","205","2024-07-16"
"Germany","West","Juices","4","Positive","454","2024-07-16"
"Brazil","North","Water","3","Negative","110","2024-07-16"
"USA","East","Water","4","Negative","87","2024-07-16"
"Brazil","West","Carbonated Drinks","4","Positive","230","2024-07-16"
"Brazil","East","Carbonated Drinks","4","Positive","412","2024-07-16"
"China","South","Carbonated Drinks","5","Positive","269","2024-07-16"
"China","South","Water","2","Negative","198","2024-07-16"
"Brazil","South","Water","4","Positive","214","2024-07-16"
"USA","South","Juices","1","Negative","245","2024-07-16"
"Germany","East","Carbonated Drinks","4","Negative","386","2024-07-16"
"China","South","Carbonated Drinks","2","Negative","175","2024-07-16"
"Brazil","South","Juices","1","Negative","461","2024-07-16"
"China","South","Water","4","Negative","378","2024-07-16"
"China","West","Juices","5","Negative","265","2024-07-16"
"USA","West","Water","5","Negative","307","2024-07-16"
"China","East","Carbonated Drinks","4","Positive","195","2024-07-16"
"USA","South","Juices","5","Positive","260","2024-07-16"
"USA","West","Water","4","Positive","109","2024-07-16"
"Brazil","South","Carbonated Drinks","4","Negative","195","2024-07-16"
"USA","West","Water","2","Positive","138","2024-07-17"
"Brazil","East","Water","4","Positive","248","2024-07-17"
"Brazil","South","Juices","2","Negative","461","2024-07-17"
"Germany","West","Juices","4","Negative","156","2024-07-17"
"Brazil","North","Carbonated Drinks","1","Negative","167","2024-07-17"
"Brazil","East","Carbonated Drinks","1","Negative","160","2024-07-17"
"India","West","Carbonated Drinks","5","Positive","140","2024-07-17"
"China","North","Carbonated Drinks","2","Negative","356","2024-07-17"
"China","West","Juices","1","Negative","158","2024-07-17"
"Brazil","North","Carbonated Drinks","4","Positive","352","2024-07-17"
"China","North","Juices","2","Positive","307","2024-07-17"
"India","North","Water","3","Positive","322","2024-07-17"
"Germany","South","Water","1","Positive","74","2024-07-17"
"Germany","North","Juices","3","Positive","362","2024-07-17"
"USA","South","Carbonated Drinks","5","Negative","142","2024-07-17"
"China","West","Carbonated Drinks","4","Negative","269","2024-07-17"
"Germany","North","Juices","4","Negative","466","2024-07-17"
"Brazil","North","Juices","5","Positive","200","2024-07-17"
"Germany","West","Juices","4","Positive","494","2024-07-17"
"Germany","North","Water","4","Negative","137","2024-07-17"
"China","East","Water","4","Negative","285","2024-07-17"
"Germany","North","Carbonated Drinks","3","Negative","309","2024-07-17"
"USA","South","Water","5","Positive","355","2024-07-17"
"USA","North","Carbonated Drinks","1","Negative","178","2024-07-17"
"India","North","Water","3","Negative","405","2024-07-18"
"Brazil","East","Water","3","Negative","436","2024-07-18"
"Brazil","North","Carbonated Drinks","3","Negative","417","2024-07-18"
"India","West","Juices","5","Positive","341","2024-07-18"
"USA","North","Water","2","Negative","263","2024-07-18"
"India","West","Water","3","Positive","435","2024-07-18"
"USA","East","Carbonated Drinks","1","Negative","121","2024-07-18"
"USA","North","Water","3","Positive","290","2024-07-18"
"China","West","Water","5","Positive","407","2024-07-18"
"Brazil","West","Water","1","Negative","417","2024-07-18"
"China","North","Juices","4","Negative","476","2024-07-18"
"China","North","Water","4","Positive","400","2024-07-18"
"Brazil","South","Water","5","Negative","318","2024-07-18"
"Brazil","West","Water","4","Positive","204","2024-07-18"
"India","West","Water","4","Positive","287","2024-07-18"
"Germany","South","Carbonated Drinks","1","Negative","482","2024-07-18"
"India","South","Carbonated Drinks","2","Positive","405","2024-07-18"
"Brazil","North","Juices","1","Negative","347","2024-07-18"
"Brazil","West","Carbonated Drinks","4","Positive","490","2024-07-18"
"Brazil","West","Water","3","Negative","101","2024-07-18"
"Germany","North","Juices","3","Positive","315","2024-07-18"
"Germany","South","Carbonated Drinks","5","Negative","379","2024-07-18"
"China","East","Carbonated Drinks","5","Positive","411","2024-07-18"
"Brazil","East","Carbonated Drinks","4","Negative","278","2024-07-18"
"Germany","South","Juices","5","Positive","306","2024-07-19"
"India","East","Water","3","Positive","77","2024-07-19"
"USA","West","Juices","5","Negative","81","2024-07-19"
"Brazil","North","Water","4","Negative","117","2024-07-19"
"India","West","Water","3","Negative","183","2024-07-19"
"China","South","Carbonated Drinks","5","Negative","277","2024-07-19"
"USA","South","Water","2","Positive","331","2024-07-19"
"Brazil","North","Water","1","Positive","53","2024-07-19"
"India","South","Juices","3","Negative","473","2024-07-19"
"Brazil","North","Carbonated Drinks","4","Negative","430","2024-07-19"
"China","North","Water","1","Positive","416","2024-07-19"
"USA","North","Carbonated Drinks","4","Positive","256","2024-07-19"
"Brazil","West","Juices","3","Negative","258","2024-07-19"
"USA","East","Water","4","Positive","257","2024-07-19"
"Brazil","East","Water","3","Negative","465","2024-07-19"
"China","East","Water","2","Negative","192","2024-07-19"
"China","East","Carbonated Drinks","2","Negative","336","2024-07-19"
"USA","South","Water","5","Positive","232","2024-07-19"
"Germany","East","Water","5","Negative","378","2024-07-19"
"China","North","Juices","1","Positive","215","2024-07-19"
"China","East","Carbonated Drinks","2","Positive","366","2024-07-19"
"India","South","Juices","2","Positive","116","2024-07-19"
"China","North","Carbonated Drinks","2","Positive","282","2024-07-19"
"Brazil","East","Water","3","Positive","343","2024-07-19"
"Germany","North","Juices","4","Positive","490","2024-07-20"
"Germany","North","Juices","1","Positive","238","2024-07-20"
"Germany","West","Carbonated Drinks","5","Positive","308","2024-07-20"
"China","South","Juices","1","Positive","242","2024-07-20"
"USA","West","Water","5","Positive","209","2024-07-20"
"China","North","Carbonated Drinks","5","Positive","448","2024-07-20"
"India","North","Juices","1","Negative","321","2024-07-20"
"India","North","Carbonated Drinks","5","Negative","82","2024-07-20"
"Germany","South","Carbonated Drinks","2","Positive","298","2024-07-20"
"India","North","Juices","4","Positive","275","2024-07-20"
"India","North","Carbonated Drinks","1","Negative","491","2024-07-20"
"Brazil","North","Juices","3","Negative","59","2024-07-20"
"USA","East","Carbonated Drinks","3","Negative","297","2024-07-20"
"Brazil","West","Carbonated Drinks","3","Negative","287","2024-07-20"
"Brazil","East","Water","2","Negative","104","2024-07-20"
"Germany","West","Juices","5","Positive","97","2024-07-20"
"India","East","Juices","5","Negative","461","2024-07-20"
"India","West","Water","2","Positive","356","2024-07-20"
"USA","South","Juices","4","Negative","236","2024-07-20"
"USA","North","Water","3","Negative","296","2024-07-20"
"India","East","Carbonated Drinks","1","Positive","56","2024-07-20"
"Germany","South","Water","3","Negative","369","2024-07-20"
"China","West","Carbonated Drinks","1","Negative","416","2024-07-20"
"China","North","Juices","4","Positive","294","2024-07-20"
"Brazil","South","Carbonated Drinks","3","Positive","150","2024-07-21"
"USA","West","Water","4","Negative","220","2024-07-21"
"Brazil","North","Juices","5","Negative","170","2024-07-21"
"Brazil","West","Water","1","Negative","133","2024-07-21"
"China","North","Juices","1","Negative","119","2024-07-21"
"Germany","South","Carbonated Drinks","1","Positive","212","2024-07-21"
"Brazil","South","Juices","4","Positive","220","2024-07-21"
"Brazil","North","Water","2","Positive","146","2024-07-21"
"China","South","Juices","2","Negative","432","2024-07-21"
"USA","South","Water","3","Positive","475","2024-07-21"
"Germany","South","Carbonated Drinks","3","Negative","67","2024-07-21"
"Germany","West","Juices","1","Positive","329","2024-07-21"
"USA","East","Juices","3","Positive","253","2024-07-21"
"China","West","Carbonated Drinks","2","Positive","397","2024-07-21"
