"Country","Zone","Product_ID","Product_Category","Units_Sold","Revenue","Cost_of_Goods_Sold","Date"
"Brazil","North","P82","Carbonated Drinks","409","4033.4","781.08","2024-06-27"
"Brazil","South","P9","Water","845","1672.44","683.64","2024-06-27"
"USA","West","P3","Carbonated Drinks","456","1733.51","1926.76","2024-06-27"
"Germany","North","P65","Water","407","1598.88","2506.84","2024-06-27"
"China","North","P53","Water","476","4656.29","2245.25","2024-06-27"
"Germany","South","P16","Water","712","4729.74","571.06","2024-06-28"
"India","South","P51","Water","601","4312.27","1856.62","2024-06-28"
"USA","West","P53","Carbonated Drinks","196","4853.99","2719.58","2024-06-28"
"Brazil","North","P70","Carbonated Drinks","619","1614.33","1763.33","2024-06-28"
"USA","West","P95","Water","212","2348.2","2756.55","2024-06-28"
"USA","South","P78","Carbonated Drinks","878","2256.18","1077.94","2024-06-28"
"Brazil","West","P6","Water","127","4551.58","1838.9","2024-06-28"
"Germany","West","P49","Water","583","4606.94","1167.05","2024-06-28"
"China","East","P38","Carbonated Drinks","868","1505.06","948.12","2024-06-28"
"India","East","P82","Juices","788","2796.61","671.37","2024-06-28"
"Brazil","North","P73","Carbonated Drinks","311","2792","2635.75","2024-06-28"
"China","South","P97","Water","319","2765.72","2830.65","2024-06-28"
"USA","North","P41","Carbonated Drinks","657","4978.08","1835.71","2024-06-28"
"Germany","East","P41","Carbonated Drinks","451","1386.03","1943.63","2024-06-28"
"USA","North","P64","Carbonated Drinks","728","3175.64","518.36","2024-06-28"
"China","East","P92","Juices","595","2061.93","1749.33","2024-06-28"
"Brazil","North","P11","Water","219","2580.67","1683.43","2024-06-28"
"China","South","P86","Juices","311","2644.24","1220.53","2024-06-28"
"USA","North","P94","Water","654","4632.83","834.12","2024-06-28"
"Brazil","East","P97","Water","300","1416.79","2826.05","2024-06-28"
"USA","West","P26","Carbonated Drinks","300","4761.72","1904.19","2024-06-28"
"Brazil","South","P37","Water","491","3900.08","2059.64","2024-06-28"
"USA","South","P94","Water","149","4696.08","711.47","2024-06-28"
"India","East","P99","Water","266","1141.59","2986.88","2024-06-28"
"Germany","North","P30","Carbonated Drinks","183","1817.41","2443.93","2024-06-29"
"Germany","West","P50","Water","171","2593.39","1596.65","2024-06-29"
"Brazil","North","P19","Carbonated Drinks","687","1085.65","2241.39","2024-06-29"
"China","North","P88","Carbonated Drinks","728","4370.55","836.69","2024-06-29"
"Germany","East","P65","Juices","145","1395.83","1015.12","2024-06-29"
"China","South","P26","Juices","797","1091.66","1982.89","2024-06-29"
"China","North","P88","Water","327","4288.78","622.06","2024-06-29"
"USA","North","P91","Water","713","3319.53","1380.97","2024-06-29"
"India","North","P99","Juices","713","3508.23","903.6","2024-06-29"
"China","West","P43","Carbonated Drinks","584","2829.31","1910.99","2024-06-29"
"Germany","North","P10","Water","698","3615.87","2864.42","2024-06-29"
"Brazil","East","P31","Juices","201","4083.85","552.6","2024-06-29"
"Germany","North","P64","Water","579","2965.14","2980.74","2024-06-29"
"India","South","P100","Carbonated Drinks","934","2349.81","1272.51","2024-06-29"
"Germany","South","P42","Water","140","4598.78","2712.87","2024-06-29"
"India","North","P38","Juices","381","4518.48","2102.49","2024-06-29"
"USA","South","P19","Carbonated Drinks","727","4582.46","741.32","2024-06-29"
"Brazil","North","P88","Carbonated Drinks","166","4400.88","1279.81","2024-06-29"
"USA","East","P61","Juices","459","4418.27","1085.66","2024-06-29"
"China","West","P76","Juices","458","2018.42","1831.28","2024-06-29"
"China","West","P39","Juices","283","3664.4","1548.27","2024-06-29"
"Germany","North","P49","Juices","586","1193.97","1950.11","2024-06-29"
"USA","West","P67","Juices","878","1635.51","2091.9","2024-06-29"
"USA","South","P89","Juices","787","3077.56","1509.18","2024-06-29"
"Brazil","North","P93","Water","660","4272.82","731.72","2024-06-30"
"Brazil","East","P40","Water","409","1305.46","2645.04","2024-06-30"
"USA","East","P18","Carbonated Drinks","797","2189.79","2381.15","2024-06-30"
"China","East","P62","Water","139","2658.68","2856.42","2024-06-30"
"Germany","South","P5","Water","389","4699.62","1909.37","2024-06-30"
"Germany","North","P5","Carbonated Drinks","964","3856.96","1026.45","2024-06-30"
"China","North","P79","Juices","752","1295.75","1278.41","2024-06-30"
"China","East","P38","Carbonated Drinks","652","4496.44","2147.83","2024-06-30"
"Germany","North","P22","Carbonated Drinks","667","1833.97","1313.29","2024-06-30"
"Germany","East","P79","Water","735","4806.07","2786.67","2024-06-30"
"China","East","P57","Juices","344","1985.18","1191.17","2024-06-30"
"USA","West","P19","Juices","102","2897.28","1449.08","2024-06-30"
"India","West","P38","Juices","866","3383.32","836.89","2024-06-30"
"Germany","North","P11","Carbonated Drinks","951","3830.27","2690.81","2024-06-30"
"India","East","P23","Water","392","1086.6","2627.3","2024-06-30"
"China","North","P45","Juices","723","1399.7","2452.08","2024-06-30"
"India","East","P89","Water","376","2150.7","2626.42","2024-06-30"
"China","West","P48","Water","302","2486.05","1788.77","2024-06-30"
"Germany","East","P56","Juices","273","2986.79","2053.05","2024-06-30"
"India","West","P43","Carbonated Drinks","575","4731.17","2963.04","2024-06-30"
"Germany","East","P17","Water","994","3445.6","1099.29","2024-06-30"
"USA","North","P89","Juices","531","2250.2","2005.76","2024-06-30"
"India","North","P55","Juices","231","4935.4","975.55","2024-06-30"
"India","North","P12","Carbonated Drinks","194","2061.78","1515.95","2024-06-30"
"Brazil","South","P70","Juices","845","4415.17","1838.4","2024-07-01"
"India","North","P78","Carbonated Drinks","307","2840.55","564.45","2024-07-01"
"India","South","P41","Carbonated Drinks","108","1769.42","627.12","2024-07-01"
"Germany","East","P84","Water","983","3087.63","718.42","2024-07-01"
"Brazil","East","P54","Juices","966","1259.82","2083.28","2024-07-01"
"China","East","P60","Water","907","4785.06","1445.23","2024-07-01"
"China","West","P74","Water","889","1132.86","532.63","2024-07-01"
"India","East","P69","Juices","464","1392.9","2341.12","2024-07-01"
"USA","North","P16","Juices","505","3360.03","1951.26","2024-07-01"
"USA","West","P91","Juices","864","3520.6","1221.29","2024-07-01"
"USA","South","P50","Water","139","3914.66","1576.94","2024-07-01"
"China","South","P62","Water","676","1102.95","2184.19","2024-07-01"
"India","West","P49","Water","970","4230","1340.86","2024-07-01"
"USA","East","P58","Water","337","4385.07","1981.88","2024-07-01"
"Germany","West","P62","Juices","187","1671.51","1096.46","2024-07-01"
"USA","North","P52","Juices","341","2068.17","2389.87","2024-07-01"
"Germany","North","P68","Carbonated Drinks","167","1338.97","1300.68","2024-07-01"
"Germany","West","P24","Carbonated Drinks","954","3415.92","2765.25","2024-07-01"
"Germany","East","P67","Juices","832","1559.8","1999.7","2024-07-01"
"Germany","North","P37","Carbonated Drinks","614","4681.52","1698.79","2024-07-01"
"USA","East","P11","Juices","139","3910.33","2914.17","2024-07-01"
"Germany","West","P25","Juices","439","1544.9","1865.08","2024-07-01"
"Brazil","North","P85","Carbonated Drinks","766","2135.01","1617.63","2024-07-01"
"Germany","East","P92","Water","477","4407.62","1333.7","2024-07-01"
"Brazil","East","P9","Juices","273","4954.33","2938.48","2024-07-02"
"India","South","P49","Juices","278","2076.13","1945.65","2024-07-02"
"India","North","P67","Water","393","4643.51","2373.99","2024-07-02"
"Brazil","East","P80","Carbonated Drinks","410","3026.09","2178.56","2024-07-02"
"India","West","P7","Carbonated Drinks","889","4312.32","2753.22","2024-07-02"
"China","West","P38","Water","707","2251.11","1217.97","2024-07-02"
"Brazil","West","P63","Water","243","1412.04","2407.59","2024-07-02"
"India","South","P71","Carbonated Drinks","973","2705.23","769.43","2024-07-02"
"India","North","P49","Carbonated Drinks","632","4412.58","550.69","2024-07-02"
"Germany","East","P31","Carbonated Drinks","655","1854.41","951.74","2024-07-02"
"USA","South","P4","Carbonated Drinks","919","1870.32","1345.68","2024-07-02"
"USA","North","P6","Carbonated Drinks","214","3923.47","2420.52","2024-07-02"
"Germany","West","P1","Water","674","2907.7","800.09","2024-07-02"
"Germany","West","P54","Water","424","3491.09","2313.36","2024-07-02"
"China","West","P68","Juices","217","4850.51","2060.1","2024-07-02"
"Brazil","West","P47","Water","347","3576.05","979.14","2024-07-02"
"India","South","P59","Carbonated Drinks","900","2987.36","2095.3","2024-07-02"
"India","East","P79","Water","975","4958.51","2842.51","2024-07-02"
"Brazil","South","P60","Carbonated Drinks","980","1583.58","1203.65","2024-07-02"
"Brazil","North","P18","Juices","597","4077.52","534.51","2024-07-02"
"Brazil","East","P96","Carbonated Drinks","429","1551.32","2597.87","2024-07-02"
"China","East","P88","Carbonated Drinks","394","3182.73","1903.12","2024-07-02"
"Germany","North","P17","Carbonated Drinks","902","1911.04","993.52","2024-07-02"
"India","North","P17","Juices","462","2746.75","2545.59","2024-07-02"
"Brazil","West","P79","Carbonated Drinks","604","1914.37","1887.36","2024-07-03"
"Germany","North","P12","Water","106","2516.02","755.84","2024-07-03"
"USA","East","P53","Carbonated Drinks","304","4167.41","2811.46","2024-07-03"
"Brazil","West","P1","Water","146","2587.23","676.65","2024-07-03"
"Germany","South","P39","Juices","129","4712.76","2029.15","2024-07-03"
"USA","North","P39","Juices","809","4999.01","2475.72","2024-07-03"
"USA","North","P32","Carbonated Drinks","210","2136.79","1126.22","2024-07-03"
"Germany","East","P100","Juices","499","2902.7","2374.17","2024-07-03"
"Germany","North","P91","Water","797","2458.66","1219.32","2024-07-03"
"USA","East","P67","Juices","332","1114.12","2262.77","2024-07-03"
"India","South","P96","Carbonated Drinks","362","4739.54","1674.58","2024-07-03"
"India","South","P36","Water","263","2229.7","1900.78","2024-07-03"
"China","South","P79","Juices","324","2335.04","1437.43","2024-07-03"
"USA","North","P90","Water","893","2724.66","1187.82","2024-07-03"
"India","East","P87","Water","390","4133.54","950.19","2024-07-03"
"India","East","P60","Water","104","1044.25","1141.21","2024-07-03"
"China","South","P96","Juices","536","3455.94","2470.12","2024-07-03"
"China","North","P12","Carbonated Drinks","292","2397.29","1409.41","2024-07-03"
"Germany","East","P4","Juices","863","2268.29","631.75","2024-07-03"
"Germany","North","P74","Carbonated Drinks","603","1583.86","1262.26","2024-07-03"
"Germany","East","P92","Water","418","1991.82","1999.87","2024-07-03"
"Germany","South","P1","Carbonated Drinks","507","2129.55","1145.99","2024-07-03"
"China","East","P27","Juices","311","1245.49","1579.43","2024-07-03"
"Brazil","North","P99","Water","546","4923.94","941.87","2024-07-03"
"USA","South","P33","Juices","996","4576.76","882.5","2024-07-04"
"Germany","South","P80","Carbonated Drinks","863","2830.27","672.64","2024-07-04"
"China","South","P56","Water","531","3936.05","1110.21","2024-07-04"
"India","East","P49","Juices","259","3936.99","2510.15","2024-07-04"
"India","North","P95","Carbonated Drinks","145","3701.05","913.6","2024-07-04"
"China","North","P8","Water","568","2199.63","626.26","2024-07-04"
"USA","West","P13","Carbonated Drinks","987","1328.45","2249.29","2024-07-04"
"India","North","P9","Water","965","2265.38","2846.05","2024-07-04"
"India","West","P83","Carbonated Drinks","526","3717.3","2180.39","2024-07-04"
"Brazil","East","P22","Water","310","1409.88","1035.78","2024-07-04"
"USA","North","P94","Juices","650","4729.24","1604.99","2024-07-04"
"Germany","North","P56","Water","543","2023.46","1324.68","2024-07-04"
"India","West","P63","Water","615","2663.5","2014.97","2024-07-04"
"Brazil","West","P87","Carbonated Drinks","286","4848.28","1785.59","2024-07-04"
"India","East","P2","Carbonated Drinks","909","1308.64","1358.49","2024-07-04"
"Brazil","East","P70","Juices","932","3824.34","514.14","2024-07-04"
"Germany","South","P21","Carbonated Drinks","450","2478.61","802.79","2024-07-04"
"China","West","P60","Juices","898","2390.43","1245.95","2024-07-04"
"Germany","South","P78","Carbonated Drinks","790","3828.07","1489.12","2024-07-04"
"Brazil","South","P75","Juices","644","4007.81","2280.33","2024-07-04"
"India","South","P75","Water","206","2020.79","2562.06","2024-07-04"
"China","North","P12","Juices","829","2207.32","1478.76","2024-07-04"
"USA","East","P59","Water","326","4467.23","1899.3","2024-07-04"
"China","North","P52","Carbonated Drinks","560","2200.34","822.83","2024-07-04"
"China","West","P60","Juices","609","2893.36","1520.58","2024-07-05"
"USA","East","P71","Water","655","2903.45","1512.38","2024-07-05"
"India","West","P4","Juices","449","1960.09","1914.75","2024-07-05"
"USA","West","P56","Carbonated Drinks","852","1346.17","1715.62","2024-07-05"
"China","East","P2","Water","916","3070.18","668.9","2024-07-05"
"China","East","P35","Juices","877","1113.24","1172.66","2024-07-05"
"Brazil","South","P83","Juices","131","1744.89","680.36","2024-07-05"
"India","West","P43","Water","128","1927.88","1917.93","2024-07-05"
"Brazil","North","P96","Water","971","4739.56","767.81","2024-07-05"
"China","West","P20","Water","805","1375.34","1140.19","2024-07-05"
"Brazil","South","P43","Carbonated Drinks","976","4980.52","1190.8","2024-07-05"
"Germany","West","P20","Water","596","3162.81","2978.58","2024-07-05"
"Germany","South","P48","Juices","794","1082.41","831.44","2024-07-05"
"Germany","South","P16","Water","853","1882.6","2004.06","2024-07-05"
"India","West","P18","Juices","353","1548.53","2951.07","2024-07-05"
"Germany","West","P89","Juices","273","2954.06","1254.9","2024-07-05"
"Germany","South","P29","Water","103","4973.66","2583.92","2024-07-05"
"India","East","P85","Water","305","1433.35","2434.04","2024-07-05"
"Brazil","West","P46","Carbonated Drinks","670","4800.66","2955.49","2024-07-05"
"China","East","P37","Carbonated Drinks","372","1280.4","2173.73","2024-07-05"
"USA","East","P90","Water","153","1692.37","2953.35","2024-07-05"
"Brazil","East","P6","Carbonated Drinks","664","4627.14","1625.54","2024-07-05"
"USA","East","P15","Carbonated Drinks","529","4495.61","1401.57","2024-07-05"
"China","South","P3","Water","523","4261.62","1522.98","2024-07-05"
"USA","North","P50","Juices","562","3596.29","2765.05","2024-07-06"
"Brazil","North","P15","Juices","743","3355.18","2863","2024-07-06"
"USA","South","P44","Carbonated Drinks","580","3991.27","520.64","2024-07-06"
"Brazil","East","P38","Water","208","2757.52","1536.59","2024-07-06"
"India","West","P97","Carbonated Drinks","582","3000.03","1510.83","2024-07-06"
"Germany","West","P47","Juices","378","2402.1","2776","2024-07-06"
"Germany","West","P68","Water","972","1456.11","1468.06","2024-07-06"
"USA","South","P42","Carbonated Drinks","144","2578.57","2186.83","2024-07-06"
"India","North","P70","Carbonated Drinks","715","2162.6","813.21","2024-07-06"
"Brazil","North","P36","Carbonated Drinks","749","1553.85","1044.71","2024-07-06"
"Germany","North","P62","Juices","617","1665.93","1490.06","2024-07-06"
"China","West","P43","Carbonated Drinks","978","4712.62","2366.77","2024-07-06"
"USA","East","P6","Carbonated Drinks","996","1661.85","2759.76","2024-07-06"
"Brazil","West","P96","Water","256","1342.89","1095.47","2024-07-06"
"Brazil","East","P46","Juices","695","4920.21","527.73","2024-07-06"
"India","West","P25","Carbonated Drinks","298","2027.15","2559.94","2024-07-06"
"China","South","P14","Carbonated Drinks","497","1682.2","1247.44","2024-07-06"
"Germany","West","P6","Carbonated Drinks","813","4809.59","1232.53","2024-07-06"
"China","East","P38","Carbonated Drinks","452","3714.59","889.57","2024-07-06"
"USA","South","P17","Water","822","4866.7","2685.49","2024-07-06"
"Germany","East","P14","Carbonated Drinks","141","2822.35","1919.87","2024-07-06"
"India","North","P27","Water","839","1733.66","1910.79","2024-07-06"
"China","East","P86","Carbonated Drinks","885","2281.8","1585.91","2024-07-06"
"Germany","West","P4","Water","410","1976.81","1364.61","2024-07-06"
"China","South","P57","Carbonated Drinks","787","4446.43","525.3","2024-07-07"
"Brazil","South","P12","Water","421","2734.08","2361.82","2024-07-07"
"Germany","North","P44","Carbonated Drinks","559","1312.37","1953.61","2024-07-07"
"Brazil","South","P97","Carbonated Drinks","186","2833.69","1679.52","2024-07-07"
"India","North","P72","Water","322","1302.95","2331.09","2024-07-07"
"Germany","South","P92","Carbonated Drinks","456","1269.61","2149.59","2024-07-07"
"USA","South","P5","Juices","832","1555.72","1587.55","2024-07-07"
"China","West","P31","Juices","160","2612.48","2539.4","2024-07-07"
"Germany","West","P17","Juices","596","4247.53","1172.18","2024-07-07"
"USA","West","P74","Carbonated Drinks","519","4407.31","2803.79","2024-07-07"
"India","North","P43","Carbonated Drinks","436","1038.72","2473.84","2024-07-07"
"Brazil","East","P3","Carbonated Drinks","513","3052.69","2589.1","2024-07-07"
"Brazil","West","P6","Juices","773","3490.99","1699.66","2024-07-07"
"Brazil","South","P94","Water","837","2391.15","946.29","2024-07-07"
"China","West","P45","Juices","417","1894.73","1204.72","2024-07-07"
"India","North","P55","Water","730","1615.83","685.3","2024-07-07"
"China","West","P97","Juices","352","4389.1","1453.47","2024-07-07"
"China","East","P38","Carbonated Drinks","839","1192.89","1359.54","2024-07-07"
"USA","East","P27","Water","446","3318.54","2391.81","2024-07-07"
"Brazil","South","P18","Juices","182","3772.67","562.19","2024-07-07"
"Brazil","East","P41","Water","592","1131.25","750.67","2024-07-07"
"India","North","P29","Carbonated Drinks","316","3744.09","716.99","2024-07-07"
"Germany","West","P82","Water","362","1193.74","1533.53","2024-07-07"
"Brazil","North","P17","Carbonated Drinks","994","2486.07","895.36","2024-07-07"
"Germany","West","P68","Juices","261","1585.26","1145.19","2024-07-08"
"India","North","P93","Carbonated Drinks","116","3339.46","1988.21","2024-07-08"
"China","North","P35","Juices","970","1966.9","573.21","2024-07-08"
"China","South","P95","Water","288","2761.2","2105.54","2024-07-08"
"China","South","P89","Water","103","4559.7","899.82","2024-07-08"
"China","South","P2","Water","604","4111.74","1056.84","2024-07-08"
"India","East","P32","Juices","591","1935.01","861.11","2024-07-08"
"Germany","West","P8","Juices","431","1991.12","1909.15","2024-07-08"
"India","North","P100","Juices","460","2885.36","989.04","2024-07-08"
"India","West","P48","Carbonated Drinks","421","1063","2207.02","2024-07-08"
"Brazil","West","P35","Carbonated Drinks","884","3111.71","1694.77","2024-07-08"
"Germany","West","P26","Juices","762","1087","2888.76","2024-07-08"
"Brazil","North","P10","Water","660","2042.37","2258.6","2024-07-08"
"Brazil","West","P83","Water","352","1574.51","546.99","2024-07-08"
"Germany","North","P4","Water","430","3279.67","1750.93","2024-07-08"
"Brazil","North","P97","Carbonated Drinks","726","4061.72","1516.3","2024-07-08"
"Germany","West","P97","Carbonated Drinks","260","4436.29","1487.3","2024-07-08"
"Germany","South","P98","Juices","513","2945.72","1709.09","2024-07-08"
"China","South","P93","Carbonated Drinks","343","4406.84","2137.84","2024-07-08"
"Brazil","East","P92","Carbonated Drinks","287","2143.22","1861.1","2024-07-08"
"Brazil","West","P58","Carbonated Drinks","418","2611.48","603.25","2024-07-08"
"China","East","P2","Juices","353","4671.44","2326.25","2024-07-08"
"China","South","P83","Juices","911","3375.17","1108.5","2024-07-08"
"China","North","P57","Carbonated Drinks","929","4826.44","2857.47","2024-07-08"
"China","East","P78","Juices","451","2886.61","726.31","2024-07-09"
"USA","East","P24","Carbonated Drinks","327","2973.09","2802.31","2024-07-09"
"USA","East","P48","Carbonated Drinks","579","1012.12","2301.98","2024-07-09"
"China","West","P65","Water","383","4900.57","1231.63","2024-07-09"
"India","East","P46","Carbonated Drinks","489","2951.42","1159.29","2024-07-09"
"China","East","P93","Carbonated Drinks","675","4565.66","1530.49","2024-07-09"
"Germany","North","P14","Water","397","2912.47","862.78","2024-07-09"
"Brazil","West","P14","Juices","545","1419.9","694.96","2024-07-09"
"China","East","P90","Water","249","1587.98","1448.7","2024-07-09"
"China","South","P83","Carbonated Drinks","971","1932.07","1262.97","2024-07-09"
"Brazil","South","P79","Juices","600","1246.56","1092.35","2024-07-09"
"India","West","P100","Carbonated Drinks","934","2431.05","1361.56","2024-07-09"
"Germany","East","P87","Juices","988","2556.91","593.82","2024-07-09"
"China","South","P5","Carbonated Drinks","496","4692.23","633.84","2024-07-09"
"China","South","P37","Carbonated Drinks","176","3511.67","2592.5","2024-07-09"
"USA","South","P50","Water","844","2275.34","857.53","2024-07-09"
"India","South","P50","Carbonated Drinks","810","4711.47","1958.67","2024-07-09"
"USA","North","P57","Water","524","1874.02","2953.33","2024-07-09"
"China","East","P48","Juices","939","2645.44","767.89","2024-07-09"
"USA","North","P12","Carbonated Drinks","783","3862.7","2181.61","2024-07-09"
"Germany","West","P87","Carbonated Drinks","862","4845.64","772.64","2024-07-09"
"India","East","P100","Carbonated Drinks","878","1050.22","2847.96","2024-07-09"
"USA","North","P55","Carbonated Drinks","100","1111.19","2585.25","2024-07-09"
"USA","North","P100","Water","130","3385.5","1415.69","2024-07-09"
"China","West","P76","Juices","877","3063.08","1740.82","2024-07-10"
"USA","North","P9","Carbonated Drinks","796","2208","2509.36","2024-07-10"
"Brazil","North","P71","Water","667","1027.6","1389.25","2024-07-10"
"Germany","North","P3","Juices","940","1416.01","1543.06","2024-07-10"
"Brazil","North","P93","Juices","444","3098.25","2790.86","2024-07-10"
"India","West","P20","Water","770","4125.28","606.37","2024-07-10"
"Brazil","West","P14","Carbonated Drinks","255","3305.42","1422.5","2024-07-10"
"China","North","P8","Water","390","3574.32","1804.85","2024-07-10"
"USA","South","P15","Water","402","1135.3","2606.21","2024-07-10"
"Germany","West","P96","Carbonated Drinks","705","4743.15","2827.71","2024-07-10"
"Germany","East","P68","Juices","531","4531.46","2126.68","2024-07-10"
"China","West","P92","Carbonated Drinks","163","4960.77","714.16","2024-07-10"
"India","South","P88","Carbonated Drinks","862","1043.53","1656.36","2024-07-10"
"USA","North","P64","Water","845","3987.94","1175.29","2024-07-10"
"Germany","West","P23","Water","674","3896.26","1554.67","2024-07-10"
"China","South","P92","Carbonated Drinks","302","4973.06","971.49","2024-07-10"
"India","East","P16","Carbonated Drinks","979","3641.81","1273.36","2024-07-10"
"Brazil","East","P4","Water","609","2407.32","2661.27","2024-07-10"
"Brazil","West","P29","Carbonated Drinks","145","4564.67","2786.63","2024-07-10"
"Brazil","South","P74","Juices","349","4667.52","2784.76","2024-07-10"
"USA","West","P14","Water","943","4021.14","1234.33","2024-07-10"
"USA","West","P14","Water","802","3829.53","2212.96","2024-07-10"
"Brazil","West","P15","Juices","717","4154.01","2179","2024-07-10"
"Brazil","South","P70","Juices","174","2018.67","1803.92","2024-07-10"
"Germany","East","P26","Carbonated Drinks","431","3970.27","2163.92","2024-07-11"
"USA","East","P30","Carbonated Drinks","444","4350.82","1986.03","2024-07-11"
"USA","North","P13","Water","731","3055.83","1409.23","2024-07-11"
"India","West","P12","Carbonated Drinks","301","2372.33","1311.82","2024-07-11"
"USA","East","P10","Carbonated Drinks","968","4124.95","2375.81","2024-07-11"
"Germany","South","P27","Juices","533","2235.92","1062.43","2024-07-11"
"India","South","P45","Juices","506","3529.25","1207.11","2024-07-11"
"India","North","P23","Carbonated Drinks","416","2562.8","1293.55","2024-07-11"
"USA","South","P69","Carbonated Drinks","322","2921.4","2059.17","2024-07-11"
"China","East","P96","Carbonated Drinks","207","3111.41","1378.85","2024-07-11"
"Brazil","South","P44","Juices","645","1647.8","1554.89","2024-07-11"
"India","West","P61","Carbonated Drinks","400","3127.78","2922.09","2024-07-11"
"China","West","P88","Juices","975","4417.89","2059.58","2024-07-11"
"Brazil","North","P53","Juices","340","4265.33","1161.02","2024-07-11"
"Germany","West","P27","Carbonated Drinks","602","4522.33","636.35","2024-07-11"
"Germany","West","P28","Juices","225","4205.88","2514.43","2024-07-11"
"Germany","West","P39","Carbonated Drinks","386","2909.09","2077.02","2024-07-11"
"USA","West","P26","Carbonated Drinks","441","1563.6","2108.21","2024-07-11"
"China","South","P89","Carbonated Drinks","467","3965.4","2613.53","2024-07-11"
"USA","North","P20","Juices","780","2649.22","781.76","2024-07-11"
"USA","North","P16","Juices","962","4162.17","1187.39","2024-07-11"
"Germany","North","P88","Juices","662","2369.72","1673.5","2024-07-11"
"China","North","P66","Carbonated Drinks","317","4196.65","2984.02","2024-07-11"
"India","East","P62","Juices","972","3561.2","830.44","2024-07-11"
"USA","South","P15","Water","550","2415.21","2285.82","2024-07-12"
"Brazil","South","P58","Water","504","3934.74","2343","2024-07-12"
"India","East","P5","Juices","798","3315.62","2603.77","2024-07-12"
"Germany","North","P86","Carbonated Drinks","676","4773.07","1753.18","2024-07-12"
"Brazil","East","P31","Juices","478","3643.35","526.42","2024-07-12"
"China","East","P33","Carbonated Drinks","489","2844.8","584.94","2024-07-12"
"Brazil","North","P41","Water","108","4302.58","2960.22","2024-07-12"
"Brazil","North","P43","Water","887","1367.4","2469.9","2024-07-12"
"Germany","North","P13","Carbonated Drinks","155","3745.4","2022.81","2024-07-12"
"USA","South","P25","Carbonated Drinks","254","4845.07","1940.66","2024-07-12"
"Germany","South","P62","Water","570","2212.02","1752.42","2024-07-12"
"Germany","East","P74","Water","469","3726.44","2420.61","2024-07-12"
"Germany","West","P7","Water","558","4369.92","1664.11","2024-07-12"
"China","South","P1","Water","223","4127.77","2330.6","2024-07-12"
"Germany","West","P82","Water","110","1134.05","2334.48","2024-07-12"
"Germany","South","P3","Water","370","2848.53","1414.98","2024-07-12"
"USA","South","P36","Juices","327","2501.37","2798.25","2024-07-12"
"China","North","P39","Water","558","3951.84","2654.84","2024-07-12"
"Germany","West","P98","Juices","676","4307.32","1382.12","2024-07-12"
"USA","North","P1","Carbonated Drinks","124","3462.9","2721.96","2024-07-12"
"India","South","P25","Carbonated Drinks","440","2698.17","2122.13","2024-07-12"
"Brazil","East","P97","Carbonated Drinks","735","2470.61","1512.59","2024-07-12"
"Brazil","East","P38","Water","107","3454.36","2926.52","2024-07-12"
"Brazil","South","P71","Carbonated Drinks","225","2764.17","2580.06","2024-07-12"
"Brazil","North","P35","Juices","896","1837.64","733.31","2024-07-13"
"USA","West","P70","Carbonated Drinks","954","1919","577.43","2024-07-13"
"Germany","South","P37","Water","974","1627.35","1235.75","2024-07-13"
"China","North","P26","Carbonated Drinks","506","3487.55","1829.77","2024-07-13"
"China","South","P65","Carbonated Drinks","600","2978.89","2487.39","2024-07-13"
"Germany","West","P87","Juices","402","4628.06","1019.81","2024-07-13"
"USA","East","P55","Carbonated Drinks","508","3970.87","1072.4","2024-07-13"
"India","East","P65","Juices","308","1759.19","2205.49","2024-07-13"
"Germany","North","P85","Water","346","4980.34","2605.38","2024-07-13"
"Brazil","West","P13","Carbonated Drinks","473","3493.63","2571.18","2024-07-13"
"India","East","P32","Juices","582","4988.96","1156.88","2024-07-13"
"Brazil","West","P40","Carbonated Drinks","406","1034.59","1362.67","2024-07-13"
"USA","North","P24","Water","373","2010.91","2635.38","2024-07-13"
"Brazil","East","P38","Water","241","2443.51","2593.05","2024-07-13"
"India","South","P45","Water","895","4881.41","1421.29","2024-07-13"
"India","South","P44","Water","177","1088.48","1756.69","2024-07-13"
"Brazil","West","P100","Carbonated Drinks","565","2414.42","2750.18","2024-07-13"
"Brazil","South","P9","Water","645","3044.24","2447.56","2024-07-13"
"China","North","P7","Carbonated Drinks","153","1338.62","1028.07","2024-07-13"
"Germany","East","P31","Water","388","4694.03","2076.24","2024-07-13"
"China","South","P18","Carbonated Drinks","307","2214.92","1616.62","2024-07-13"
"USA","South","P13","Water","759","3046.99","783.15","2024-07-13"
"Brazil","South","P8","Juices","545","4859.34","1144.77","2024-07-13"
"Germany","East","P27","Carbonated Drinks","552","2982.83","2641.69","2024-07-13"
"USA","West","P91","Juices","560","3607.66","1620.93","2024-07-14"
"India","North","P67","Juices","102","1118.83","1396.85","2024-07-14"
"Brazil","South","P2","Water","152","1968.57","636.42","2024-07-14"
"Brazil","South","P45","Juices","690","2808.26","2990.88","2024-07-14"
"Brazil","West","P35","Carbonated Drinks","569","3447.27","540.29","2024-07-14"
"Germany","West","P16","Water","600","1471.34","1979.99","2024-07-14"
"India","West","P20","Carbonated Drinks","570","3952.12","894.86","2024-07-14"
"Germany","East","P29","Juices","497","2483.07","1147.59","2024-07-14"
"USA","South","P31","Juices","318","4009.86","2801.02","2024-07-14"
