"Country","Zone","Marketing_Spend","Campaign_Type","Customer_Reach","Brand_Awareness_Score","Date"
"USA","East","10086.06","Digital","24074","3","2024-07-08"
"China","South","15206.83","Digital","10669","5","2024-07-09"
"Germany","North","13467.79","Traditional","78071","5","2024-07-09"
"Brazil","North","7178.98","Traditional","83204","7","2024-07-09"
"Brazil","North","13531.34","Traditional","73455","4","2024-07-09"
"China","South","17848.31","Traditional","29145","9","2024-07-09"
"USA","North","5724.8","Traditional","85086","10","2024-07-09"
"India","East","13328.29","Digital","92469","9","2024-07-09"
"USA","North","8802.05","Digital","14065","8","2024-07-09"
"Brazil","North","8772.75","Digital","55188","3","2024-07-09"
"China","South","11586.69","Traditional","49153","9","2024-07-09"
"Germany","East","15261.37","Traditional","39335","5","2024-07-09"
"China","West","13723.59","Digital","85563","8","2024-07-09"
"China","West","17079.3","Digital","19058","7","2024-07-09"
"Brazil","West","19715.79","Digital","18480","6","2024-07-09"
"USA","West","15877.59","Traditional","76398","3","2024-07-09"
"China","East","8750.58","Digital","63038","6","2024-07-09"
"China","South","7572.96","Digital","84651","8","2024-07-09"
"Brazil","West","16384.86","Digital","69717","10","2024-07-09"
"Germany","West","11319.05","Traditional","65024","8","2024-07-09"
"Germany","East","17903.6","Digital","72973","10","2024-07-09"
"Germany","North","10642.64","Digital","35620","7","2024-07-09"
"Brazil","North","18748.58","Digital","91589","5","2024-07-09"
"USA","North","16917.61","Digital","15696","4","2024-07-09"
"China","East","16807.86","Digital","84466","6","2024-07-09"
"Brazil","North","8301.5","Traditional","10043","3","2024-07-10"
"USA","West","12774.33","Traditional","40018","8","2024-07-10"
"USA","East","12787.5","Traditional","98422","3","2024-07-10"
"Brazil","South","14136.53","Digital","68545","3","2024-07-10"
"Germany","South","5195.57","Digital","63255","5","2024-07-10"
"China","South","10530.37","Digital","23352","7","2024-07-10"
"India","South","10622.83","Digital","21212","10","2024-07-10"
"India","West","13177.28","Digital","19459","9","2024-07-10"
"USA","North","8727.53","Digital","17795","7","2024-07-10"
"India","West","18649.8","Digital","57818","1","2024-07-10"
"India","West","12074.99","Traditional","33070","9","2024-07-10"
"India","East","15722.95","Traditional","82403","1","2024-07-10"
"India","South","11965.07","Digital","24669","5","2024-07-10"
"USA","West","10567.69","Traditional","35039","1","2024-07-10"
"Brazil","South","17273.28","Digital","79737","2","2024-07-10"
"Germany","South","15343.62","Digital","93242","10","2024-07-10"
"USA","South","18730.56","Digital","43152","2","2024-07-10"
"Brazil","South","18990.33","Digital","63230","8","2024-07-10"
"India","North","15923.37","Traditional","22152","8","2024-07-10"
"USA","East","12517.79","Digital","36483","7","2024-07-10"
"USA","South","10059.64","Digital","98517","5","2024-07-10"
"Germany","West","5468.28","Digital","28998","9","2024-07-10"
"Brazil","East","10366.68","Traditional","30112","9","2024-07-10"
"USA","South","19891.4","Traditional","92757","1","2024-07-10"
"China","West","6600.7","Digital","10876","1","2024-07-11"
"Germany","East","12271.71","Traditional","92006","2","2024-07-11"
"Brazil","South","8806.44","Digital","94477","10","2024-07-11"
"India","North","12754.18","Digital","17999","10","2024-07-11"
"Brazil","West","11937.06","Traditional","87046","7","2024-07-11"
"Brazil","North","18193.86","Traditional","10925","3","2024-07-11"
"China","South","16746.74","Traditional","73404","9","2024-07-11"
"Brazil","North","14604.92","Traditional","84277","9","2024-07-11"
"China","West","8504.64","Traditional","77825","10","2024-07-11"
"USA","North","9559.9","Traditional","66068","9","2024-07-11"
"USA","West","6406.32","Digital","63945","3","2024-07-11"
"Germany","North","6362.6","Digital","35637","5","2024-07-11"
"Germany","West","19711.16","Digital","26516","4","2024-07-11"
"China","South","5013.44","Traditional","85378","10","2024-07-11"
"India","South","9533.02","Traditional","91657","6","2024-07-11"
"Germany","South","16751.84","Digital","94205","8","2024-07-11"
"India","East","5303.81","Traditional","45360","6","2024-07-11"
"Germany","West","14263.44","Digital","77272","10","2024-07-11"
"Germany","West","15784.1","Digital","41797","6","2024-07-11"
"China","South","12530.2","Digital","61757","3","2024-07-11"
"USA","East","12011.77","Traditional","47115","6","2024-07-11"
"Germany","East","14711.7","Digital","96076","6","2024-07-11"
"Brazil","West","14712.75","Digital","20243","4","2024-07-11"
"Germany","West","5952.69","Traditional","43451","3","2024-07-11"
"China","South","5207.21","Traditional","76827","6","2024-07-12"
"Brazil","South","12427.44","Traditional","33316","7","2024-07-12"
"Brazil","West","9920.24","Traditional","72391","3","2024-07-12"
"Germany","South","10702.72","Digital","14656","1","2024-07-12"
"USA","South","6019.29","Digital","68055","9","2024-07-12"
"Germany","West","9070.47","Traditional","27531","5","2024-07-12"
"Brazil","North","5822.18","Traditional","39477","2","2024-07-12"
"USA","East","9981.68","Digital","57475","3","2024-07-12"
"Germany","North","15678.35","Traditional","38684","8","2024-07-12"
"USA","South","11643.58","Traditional","81265","1","2024-07-12"
"Brazil","North","10206.5","Traditional","92434","8","2024-07-12"
"India","North","9496.14","Digital","91877","4","2024-07-12"
"Germany","North","14194.34","Traditional","82454","9","2024-07-12"
"Germany","North","10064.68","Traditional","62003","5","2024-07-12"
"Germany","South","14685.77","Digital","70010","2","2024-07-12"
"China","West","13099.16","Traditional","34867","2","2024-07-12"
"China","South","15545.72","Traditional","85177","7","2024-07-12"
"Germany","South","7610.24","Traditional","42621","7","2024-07-12"
"Germany","South","10886.06","Traditional","55232","3","2024-07-12"
"Brazil","West","11068.87","Digital","92208","1","2024-07-12"
"Brazil","South","5854.09","Digital","53985","7","2024-07-12"
"Brazil","South","14473.41","Digital","31520","9","2024-07-12"
"India","North","7490.94","Traditional","90943","8","2024-07-12"
"USA","South","16133.46","Traditional","85899","2","2024-07-12"
"USA","West","8334.63","Traditional","41780","7","2024-07-13"
"Brazil","West","18950.4","Traditional","29380","1","2024-07-13"
"USA","South","6719.27","Digital","38694","1","2024-07-13"
"USA","West","15441.17","Traditional","28809","10","2024-07-13"
"USA","West","10241.41","Digital","52284","5","2024-07-13"
"Germany","North","19400.91","Traditional","44003","1","2024-07-13"
"China","East","8139.69","Digital","53366","8","2024-07-13"
"China","East","11025.1","Digital","75062","10","2024-07-13"
"China","West","6970.57","Traditional","13745","10","2024-07-13"
"USA","West","9875.34","Traditional","75904","5","2024-07-13"
"Germany","East","7952.57","Digital","66054","9","2024-07-13"
"Germany","North","14684.1","Digital","83405","5","2024-07-13"
"China","North","8276.36","Digital","36495","9","2024-07-13"
"Germany","South","18009.96","Digital","37218","7","2024-07-13"
"Germany","South","13455.18","Traditional","51012","8","2024-07-13"
"India","East","15137.88","Traditional","70373","8","2024-07-13"
"USA","East","12487.36","Digital","18619","9","2024-07-13"
"China","North","12402.91","Traditional","18203","3","2024-07-13"
"India","South","17090.18","Traditional","17558","7","2024-07-13"
"India","West","17891.37","Traditional","76590","7","2024-07-13"
"Brazil","South","5862.03","Traditional","34514","4","2024-07-13"
"Germany","East","10776.03","Digital","68779","9","2024-07-13"
"India","East","7443.79","Digital","49500","2","2024-07-13"
"India","North","13136.16","Digital","39107","5","2024-07-13"
"USA","North","17257.65","Traditional","70198","1","2024-07-14"
"China","West","7442.53","Digital","87396","4","2024-07-14"
"USA","East","6009.32","Traditional","17471","10","2024-07-14"
"USA","North","15274.36","Traditional","59360","7","2024-07-14"
"USA","West","8965.43","Traditional","81337","3","2024-07-14"
"Brazil","South","6161.21","Digital","90710","7","2024-07-14"
"USA","South","8428.2","Digital","93485","4","2024-07-14"
"USA","South","15947","Digital","42519","1","2024-07-14"
"India","South","9086.02","Traditional","72792","8","2024-07-14"
"India","South","14486.31","Digital","51629","6","2024-07-14"
"India","North","16564.55","Digital","77367","7","2024-07-14"
"China","East","10844.44","Traditional","72494","1","2024-07-14"
"India","West","12874.64","Digital","89735","1","2024-07-14"
"India","South","8458.82","Traditional","54334","9","2024-07-14"
"USA","East","6869.96","Digital","31001","2","2024-07-14"
"Brazil","South","5899.93","Digital","68645","10","2024-07-14"
"Brazil","West","14210.48","Digital","12840","3","2024-07-14"
"India","West","7290.62","Digital","73869","6","2024-07-14"
"China","East","10031.74","Digital","44841","6","2024-07-14"
"China","West","17368.46","Traditional","31581","1","2024-07-14"
"Germany","North","13606.36","Traditional","64295","1","2024-07-14"
"Germany","West","5626","Traditional","13411","10","2024-07-14"
"India","East","8436.63","Traditional","49523","9","2024-07-14"
"USA","South","7886.07","Traditional","15497","4","2024-07-14"
"USA","South","8791.74","Digital","37112","1","2024-07-15"
"India","North","12053.41","Digital","87452","6","2024-07-15"
"China","East","6980.01","Traditional","65906","2","2024-07-15"
"Brazil","North","7853.9","Digital","65414","7","2024-07-15"
"Brazil","South","19336.92","Digital","27506","8","2024-07-15"
"China","East","10804.32","Digital","59915","9","2024-07-15"
"Germany","East","7826.35","Traditional","43000","6","2024-07-15"
"India","West","19850.08","Traditional","85332","3","2024-07-15"
"India","East","9964.35","Traditional","16599","9","2024-07-15"
"Brazil","West","19085.59","Traditional","22102","3","2024-07-15"
"Germany","North","7656.34","Digital","90972","2","2024-07-15"
"USA","South","16082.54","Digital","64853","8","2024-07-15"
"Brazil","East","11335.84","Traditional","84850","7","2024-07-15"
"USA","South","12957.54","Traditional","50438","5","2024-07-15"
"Brazil","South","16807.83","Traditional","27749","1","2024-07-15"
"USA","South","10794.87","Traditional","70483","8","2024-07-15"
"USA","West","17308.01","Digital","88668","3","2024-07-15"
"Brazil","South","10033.53","Digital","85120","2","2024-07-15"
"Germany","South","11868.41","Digital","75980","1","2024-07-15"
"China","East","11163.77","Digital","66042","10","2024-07-15"
"USA","East","8795.12","Traditional","87104","4","2024-07-15"
"USA","North","11666.22","Traditional","58420","1","2024-07-15"
"Brazil","North","15950.76","Digital","88010","9","2024-07-15"
"USA","East","13164.93","Traditional","32469","8","2024-07-15"
"China","East","15980.18","Traditional","31997","9","2024-07-16"
"Brazil","West","14439.13","Traditional","40352","8","2024-07-16"
"China","West","10817.86","Traditional","56486","2","2024-07-16"
"India","East","8245.32","Traditional","98942","1","2024-07-16"
"USA","South","16713.22","Digital","93622","8","2024-07-16"
"China","South","7165.07","Traditional","40076","2","2024-07-16"
"India","West","5685.36","Traditional","60515","5","2024-07-16"
"Germany","West","17432.49","Digital","74811","4","2024-07-16"
"China","North","11875.23","Digital","42964","8","2024-07-16"
"USA","North","7834.67","Traditional","63277","8","2024-07-16"
"Germany","North","6250.04","Digital","87505","5","2024-07-16"
"Germany","West","6289.25","Digital","55068","5","2024-07-16"
"China","West","18448.59","Digital","42323","2","2024-07-16"
"Germany","North","14927.17","Traditional","54102","5","2024-07-16"
"USA","West","12665.32","Digital","10553","5","2024-07-16"
"Germany","North","14883.48","Traditional","34789","2","2024-07-16"
"Germany","West","9441.6","Traditional","22895","6","2024-07-16"
"Germany","East","19938.84","Traditional","81648","9","2024-07-16"
"Germany","West","9521.86","Traditional","96919","6","2024-07-16"
"China","East","5359.75","Traditional","72785","9","2024-07-16"
"China","West","18829.31","Digital","20712","2","2024-07-16"
"India","East","18383.93","Digital","62953","5","2024-07-16"
"Germany","South","8786.43","Digital","75088","7","2024-07-16"
"India","North","14138.28","Digital","20167","10","2024-07-16"
"Germany","West","15432.94","Digital","10307","3","2024-07-17"
"Brazil","East","11076.04","Digital","96775","7","2024-07-17"
"Brazil","South","17948.99","Traditional","78857","7","2024-07-17"
"USA","East","18690.72","Digital","75610","7","2024-07-17"
"Brazil","North","19603.34","Digital","30064","2","2024-07-17"
"China","East","5163.08","Traditional","45382","4","2024-07-17"
"Germany","East","9786.7","Traditional","42505","8","2024-07-17"
"Brazil","North","19825.92","Traditional","11708","2","2024-07-17"
"Germany","West","16249.57","Digital","16611","2","2024-07-17"
"Germany","North","12932.3","Traditional","20528","4","2024-07-17"
"Germany","East","8457.58","Digital","97360","5","2024-07-17"
"China","North","17935.74","Traditional","68189","9","2024-07-17"
"USA","North","19444.38","Digital","69167","6","2024-07-17"
"USA","South","9203.72","Digital","62953","9","2024-07-17"
"China","North","11728.52","Digital","60644","4","2024-07-17"
"China","East","15977.61","Traditional","39562","10","2024-07-17"
"Brazil","West","16014.35","Traditional","41549","6","2024-07-17"
"Germany","South","8987.11","Traditional","65259","7","2024-07-17"
"India","East","18742.29","Traditional","19202","5","2024-07-17"
"Germany","West","19211.92","Digital","64431","2","2024-07-17"
"India","South","6780.84","Digital","27921","8","2024-07-17"
"India","South","19734.47","Digital","81777","6","2024-07-17"
"China","East","15435.59","Traditional","85740","9","2024-07-17"
"Brazil","East","7318.64","Traditional","84122","1","2024-07-17"
"Brazil","South","13700.82","Digital","43419","3","2024-07-18"
"Germany","North","14909.84","Traditional","84907","4","2024-07-18"
"Germany","South","9483.91","Traditional","94671","10","2024-07-18"
"India","North","18118.12","Traditional","29433","2","2024-07-18"
"India","East","15328.76","Traditional","73365","2","2024-07-18"
"USA","East","11878.85","Digital","11997","5","2024-07-18"
"China","East","14972.36","Traditional","49070","1","2024-07-18"
"India","East","17376.41","Digital","55074","9","2024-07-18"
"India","East","12303.14","Digital","52567","3","2024-07-18"
"China","North","6162.21","Traditional","28233","1","2024-07-18"
"Germany","East","10758.28","Traditional","17527","4","2024-07-18"
"India","West","15292.2","Digital","48433","5","2024-07-18"
"Germany","West","8971.23","Traditional","80450","10","2024-07-18"
"Germany","South","13679.05","Digital","76048","5","2024-07-18"
"India","North","16812.02","Digital","81654","1","2024-07-18"
"India","West","5637.38","Digital","26935","4","2024-07-18"
"USA","East","9917.46","Digital","61359","4","2024-07-18"
"China","South","5733.24","Digital","11575","4","2024-07-18"
"India","West","11143.34","Digital","84270","6","2024-07-18"
"Germany","South","18413.65","Digital","53050","2","2024-07-18"
"Brazil","West","9394.01","Digital","58518","8","2024-07-18"
"India","East","15474.92","Digital","70920","9","2024-07-18"
"Brazil","South","17918.11","Traditional","49445","8","2024-07-18"
"Brazil","West","16993.42","Digital","22454","3","2024-07-18"
"China","South","8882.39","Traditional","43034","5","2024-07-19"
"China","West","11845.2","Traditional","83874","10","2024-07-19"
"USA","West","15871.16","Traditional","81818","4","2024-07-19"
"USA","East","15387.48","Traditional","95205","6","2024-07-19"
"China","East","17197.6","Digital","18840","2","2024-07-19"
"Brazil","South","9358.02","Digital","33182","1","2024-07-19"
"Brazil","East","18254.44","Digital","18372","3","2024-07-19"
"USA","East","15240.58","Traditional","82574","4","2024-07-19"
"Brazil","South","5135.11","Digital","45632","7","2024-07-19"
"USA","East","16791.17","Digital","46630","4","2024-07-19"
"Brazil","East","11665.44","Traditional","52662","6","2024-07-19"
"Brazil","West","14741.14","Digital","44149","4","2024-07-19"
"China","North","5384.61","Traditional","50650","7","2024-07-19"
"China","South","7680.38","Digital","86067","9","2024-07-19"
"China","South","12117.1","Traditional","80225","5","2024-07-19"
"USA","North","19304.16","Digital","75245","6","2024-07-19"
"India","West","10549.65","Traditional","99040","5","2024-07-19"
"Brazil","North","11868.18","Traditional","34664","6","2024-07-19"
"Brazil","East","7839.14","Traditional","67393","5","2024-07-19"
"USA","West","16388.46","Traditional","76112","2","2024-07-19"
"Brazil","East","9825.06","Traditional","64859","4","2024-07-19"
"India","South","19270.52","Digital","25876","6","2024-07-19"
"USA","South","16931.64","Digital","73579","8","2024-07-19"
"China","West","8499.59","Traditional","94531","8","2024-07-19"
"Brazil","North","15380.66","Traditional","51594","8","2024-07-20"
"India","North","8459.4","Digital","31436","9","2024-07-20"
"China","East","16215.74","Traditional","49309","3","2024-07-20"
"Brazil","East","5415.92","Digital","44609","3","2024-07-20"
"USA","East","16466.56","Digital","81910","9","2024-07-20"
"China","North","15392.8","Traditional","77004","2","2024-07-20"
"Germany","North","5251.31","Traditional","79817","10","2024-07-20"
"Brazil","North","8914.87","Traditional","64106","9","2024-07-20"
"China","South","12969.34","Traditional","47417","5","2024-07-20"
"Germany","West","14203.51","Traditional","60241","3","2024-07-20"
"USA","West","8880.97","Traditional","11697","6","2024-07-20"
"Brazil","West","6324.8","Traditional","48046","2","2024-07-20"
"China","North","13344.65","Digital","64021","2","2024-07-20"
"USA","South","16268.27","Digital","95688","1","2024-07-20"
"Germany","North","11686.87","Traditional","60030","7","2024-07-20"
"Brazil","South","18587.96","Digital","85329","6","2024-07-20"
"Brazil","South","8763.33","Digital","20000","9","2024-07-20"
"Brazil","South","18932.53","Traditional","96196","5","2024-07-20"
"Germany","South","19166.93","Traditional","90995","5","2024-07-20"
"Brazil","East","8647.26","Digital","99216","5","2024-07-20"
"USA","North","9748.36","Traditional","82154","3","2024-07-20"
"Germany","South","13428.19","Digital","38693","5","2024-07-20"
"Germany","North","14127.42","Digital","62452","10","2024-07-20"
"China","North","7015.21","Digital","42658","7","2024-07-20"
"India","South","10707.75","Digital","58467","2","2024-07-21"
"China","South","13113.87","Traditional","87190","6","2024-07-21"
"USA","East","18169.73","Traditional","63581","1","2024-07-21"
"Germany","North","14248.71","Digital","13732","6","2024-07-21"
"Germany","South","9433.59","Traditional","91233","7","2024-07-21"
"India","East","6062.28","Traditional","66542","8","2024-07-21"
"Germany","West","10101.3","Traditional","49942","2","2024-07-21"
"China","East","14892.14","Traditional","91291","2","2024-07-21"
"Brazil","South","5818.68","Digital","80681","7","2024-07-21"
"USA","West","12068.16","Digital","90472","6","2024-07-21"
"India","East","16948.92","Digital","84614","1","2024-07-21"
"India","East","5211.76","Digital","15497","5","2024-07-21"
"Germany","South","6937.47","Traditional","89752","9","2024-07-21"
"USA","West","13648.55","Traditional","10048","10","2024-07-21"
"Brazil","South","9739.19","Traditional","53822","3","2024-07-21"
"Brazil","East","5967.33","Traditional","26784","9","2024-07-21"
"Germany","East","13016.54","Traditional","32708","8","2024-07-21"
"India","South","14194.66","Digital","33123","7","2024-07-21"
"Brazil","West","5509.43","Digital","11910","2","2024-07-21"
"Brazil","North","16201.56","Digital","11396","6","2024-07-21"
"India","West","8303.86","Traditional","49065","9","2024-07-21"
"China","West","16308.73","Digital","38991","8","2024-07-21"
"Germany","South","17635.82","Digital","69700","3","2024-07-21"
"USA","South","16673.51","Traditional","78096","7","2024-07-21"
"Germany","East","16018.81","Traditional","88890","3","2024-07-22"
"China","South","15936.05","Digital","78245","2","2024-07-22"
"USA","South","18754.94","Traditional","92215","9","2024-07-22"
"India","West","13043.23","Digital","63598","4","2024-07-22"
"India","West","7319.35","Traditional","37966","2","2024-07-22"
"USA","West","18401.64","Traditional","75897","10","2024-07-22"
"India","South","11482.68","Digital","61537","4","2024-07-22"
"Germany","East","17654.8","Digital","46481","8","2024-07-22"
"Brazil","East","12245.55","Traditional","97706","10","2024-07-22"
"China","West","17039.65","Digital","30422","8","2024-07-22"
"China","South","16081.41","Traditional","97676","7","2024-07-22"
"China","South","19467.63","Traditional","73245","1","2024-07-22"
"Brazil","North","14737.9","Digital","73177","7","2024-07-22"
"USA","East","14361.45","Traditional","31229","5","2024-07-22"
"Brazil","West","17684.68","Digital","31749","5","2024-07-22"
"India","South","11125.14","Digital","82747","6","2024-07-22"
"Brazil","East","16509.17","Traditional","68339","8","2024-07-22"
"USA","North","12553.22","Digital","75464","4","2024-07-22"
"India","East","11756.32","Digital","86307","6","2024-07-22"
"Germany","East","6008.72","Digital","19792","6","2024-07-22"
"Germany","North","11451.97","Traditional","35016","2","2024-07-22"
"China","East","10984.2","Digital","85657","2","2024-07-22"
"China","South","10279.67","Traditional","23486","1","2024-07-22"
"USA","West","8168.65","Digital","86752","8","2024-07-22"
"USA","North","14582.7","Digital","33161","3","2024-07-23"
"Germany","North","18250.26","Digital","14430","2","2024-07-23"
"Germany","East","11805.79","Digital","21597","1","2024-07-23"
"China","South","5158.03","Digital","19326","4","2024-07-23"
"India","West","17753.72","Digital","67211","6","2024-07-23"
"Germany","North","11891.05","Traditional","25942","6","2024-07-23"
"China","North","11194.59","Traditional","71773","1","2024-07-23"
"India","West","8123.15","Digital","59856","9","2024-07-23"
"China","West","19467.25","Digital","77795","8","2024-07-23"
"Brazil","South","5265.18","Traditional","90296","7","2024-07-23"
"USA","West","9705.64","Traditional","22368","8","2024-07-23"
"Germany","North","18797.47","Traditional","74606","10","2024-07-23"
"India","West","13364.78","Digital","49192","10","2024-07-23"
"India","South","5298.1","Digital","96537","9","2024-07-23"
"Brazil","South","16066.05","Digital","80124","7","2024-07-23"
"China","West","14896.18","Traditional","72515","6","2024-07-23"
"China","East","5429.06","Digital","77622","7","2024-07-23"
"China","East","9038.8","Traditional","63783","5","2024-07-23"
"USA","North","7195.19","Traditional","34818","4","2024-07-23"
"Brazil","West","12264.1","Traditional","48181","1","2024-07-23"
"Brazil","West","17220.81","Digital","36528","9","2024-07-23"
"Brazil","South","6609.65","Digital","52232","3","2024-07-23"
"Brazil","North","15403.31","Digital","20952","7","2024-07-23"
"India","South","9095.09","Traditional","13715","8","2024-07-23"
"USA","East","7620.07","Traditional","25402","5","2024-07-24"
"China","South","13093.39","Digital","18360","5","2024-07-24"
"Brazil","East","9587.87","Traditional","90888","9","2024-07-24"
"Brazil","West","5119.49","Traditional","84356","10","2024-07-24"
"USA","North","7889.45","Digital","14366","5","2024-07-24"
"Brazil","South","17309.95","Traditional","17495","7","2024-07-24"
"Germany","West","19071.38","Traditional","66674","4","2024-07-24"
"India","South","5566.58","Traditional","19656","3","2024-07-24"
"China","South","19769.95","Digital","50303","2","2024-07-24"
"China","East","6216.8","Traditional","89197","9","2024-07-24"
"USA","West","19790.42","Traditional","86847","9","2024-07-24"
"India","North","11739.7","Traditional","35905","4","2024-07-24"
"Brazil","West","19945.15","Traditional","76110","7","2024-07-24"
"USA","East","19770.15","Digital","41043","4","2024-07-24"
"India","South","10761.7","Digital","51935","3","2024-07-24"
"Germany","West","10253.28","Digital","60761","9","2024-07-24"
"India","South","12538.18","Digital","93105","2","2024-07-24"
"India","East","7057.33","Digital","95377","3","2024-07-24"
"India","West","12074.13","Traditional","71730","9","2024-07-24"
"USA","South","9584.71","Digital","79584","4","2024-07-24"
"USA","West","19922.69","Traditional","51056","4","2024-07-24"
"USA","East","11864.4","Digital","47398","1","2024-07-24"
"USA","North","8976.71","Traditional","88386","10","2024-07-24"
"Brazil","West","16491.08","Traditional","84919","7","2024-07-24"
"China","West","9865.08","Traditional","45149","6","2024-07-25"
"Brazil","South","11020.68","Digital","92727","5","2024-07-25"
"China","East","17519.71","Digital","84298","7","2024-07-25"
"Germany","West","18589.62","Traditional","25984","8","2024-07-25"
"China","East","9233.78","Digital","31788","2","2024-07-25"
"China","East","9803.22","Traditional","45970","4","2024-07-25"
"India","South","18829.27","Traditional","71835","10","2024-07-25"
"Germany","North","16268.87","Digital","87825","9","2024-07-25"
"USA","East","6857.4","Traditional","20785","5","2024-07-25"
"USA","South","8225.78","Digital","30574","10","2024-07-25"
"USA","West","15055.55","Digital","39421","3","2024-07-25"
"China","South","5541.19","Digital","91984","3","2024-07-25"
"China","North","17966.88","Traditional","82616","1","2024-07-25"
"Germany","West","13238.12","Digital","63823","3","2024-07-25"
"India","South","8358.68","Digital","74560","7","2024-07-25"
"China","South","12793.92","Digital","94224","10","2024-07-25"
"India","West","7967.33","Digital","74389","8","2024-07-25"
"Brazil","South","10452.5","Digital","31452","3","2024-07-25"
"India","West","7523.68","Digital","15585","4","2024-07-25"
"Germany","East","12935.43","Traditional","59734","3","2024-07-25"
"China","North","7402.65","Traditional","45183","7","2024-07-25"
"USA","West","11097.94","Traditional","62751","3","2024-07-25"
"Brazil","South","13055.11","Digital","50661","2","2024-07-25"
"Germany","North","9842.65","Traditional","28166","6","2024-07-25"
"Brazil","West","6338.35","Traditional","33362","7","2024-07-26"
"China","North","9339.13","Digital","16976","7","2024-07-26"
"India","South","5787.99","Digital","92666","9","2024-07-26"
"Brazil","South","9581.37","Digital","97675","2","2024-07-26"
"USA","East","12508.9","Traditional","86739","7","2024-07-26"
"USA","West","8057.57","Digital","53637","6","2024-07-26"
"USA","North","14039.39","Digital","75955","3","2024-07-26"
"USA","North","16957.59","Digital","51688","7","2024-07-26"
"Brazil","North","6939.39","Digital","96316","1","2024-07-26"
"India","North","6414.24","Traditional","20257","5","2024-07-26"
"Germany","South","5925.44","Digital","78819","7","2024-07-26"
"India","South","9965.93","Digital","61147","5","2024-07-26"
"China","South","5796.63","Traditional","17654","2","2024-07-26"
"India","South","17326.4","Traditional","19821","5","2024-07-26"
"China","East","17525.21","Traditional","21997","10","2024-07-26"
"China","South","13766.44","Traditional","56804","10","2024-07-26"
"China","North","19810.05","Digital","20105","5","2024-07-26"
"India","North","17733.45","Digital","85520","6","2024-07-26"
"India","South","6727.77","Digital","86222","2","2024-07-26"
"Germany","North","16722.04","Traditional","33653","3","2024-07-26"
"USA","South","16418.08","Traditional","45127","7","2024-07-26"
"Germany","West","16223.04","Traditional","86332","2","2024-07-26"
"Brazil","North","17645.84","Digital","23831","7","2024-07-26"
"India","East","18732.38","Traditional","30406","6","2024-07-26"
"India","North","19738.91","Digital","61158","8","2024-07-27"
"USA","East","11592.35","Digital","90786","8","2024-07-27"
"USA","South","19963.15","Traditional","35221","7","2024-07-27"
"USA","East","11976.75","Digital","91418","10","2024-07-27"
"China","North","15153.59","Digital","61331","10","2024-07-27"
"India","North","13798.95","Traditional","41417","1","2024-07-27"
"Brazil","South","12261.98","Traditional","58036","6","2024-07-27"
"China","South","13572.4","Traditional","54027","8","2024-07-27"
"China","South","5403.2","Digital","50744","7","2024-07-27"
"Germany","North","7742.61","Digital","75714","3","2024-07-27"
"Germany","South","6940.24","Digital","53507","6","2024-07-27"
"Germany","South","6803","Traditional","50558","4","2024-07-27"
"China","South","14315.43","Traditional","50695","8","2024-07-27"
"Germany","North","13369.29","Traditional","22211","9","2024-07-27"
"China","East","8745.05","Digital","73450","1","2024-07-27"
"Germany","West","9500.74","Traditional","95176","8","2024-07-27"
"China","West","10521.16","Traditional","97203","9","2024-07-27"
"Germany","West","5605.27","Traditional","72409","3","2024-07-27"
"China","East","11549.74","Digital","70610","7","2024-07-27"
"USA","South","11220.41","Digital","56923","5","2024-07-27"
"China","East","19955.15","Digital","60228","8","2024-07-27"
"China","South","13359.23","Digital","67167","7","2024-07-27"
"India","North","16201.02","Digital","24183","10","2024-07-27"
"Brazil","West","5431.42","Traditional","80030","1","2024-07-27"
"Germany","East","5917.26","Digital","77934","9","2024-07-28"
"India","East","8405.53","Traditional","48561","9","2024-07-28"
"USA","West","17534.84","Digital","93977","9","2024-07-28"
"USA","West","7029.9","Traditional","42647","10","2024-07-28"
"USA","North","11426.96","Digital","62384","5","2024-07-28"
"Brazil","South","19413.26","Traditional","64843","6","2024-07-28"
"China","South","9983.87","Traditional","67207","2","2024-07-28"
"USA","South","12590.92","Traditional","85272","8","2024-07-28"
"China","South","5620.98","Traditional","74472","3","2024-07-28"
"USA","South","6088.23","Traditional","47488","6","2024-07-28"
"China","North","12508.53","Digital","37463","4","2024-07-28"
"Germany","East","6985.39","Traditional","13402","2","2024-07-28"
"China","West","13942.87","Traditional","70388","1","2024-07-28"
"Brazil","South","19094","Digital","77161","2","2024-07-28"
"USA","East","12389.69","Traditional","12322","4","2024-07-28"
"USA","South","10356.78","Digital","81868","3","2024-07-28"
"Germany","West","12536.55","Traditional","82557","2","2024-07-28"
"USA","West","6986.97","Traditional","29826","4","2024-07-28"
"China","South","18683.34","Traditional","60649","8","2024-07-28"
"India","East","19146.01","Digital","41456","3","2024-07-28"
"Germany","East","18928.8","Digital","61913","10","2024-07-28"
"India","West","10962.96","Digital","23519","7","2024-07-28"
"India","South","12623.66","Digital","24019","10","2024-07-28"
"Brazil","North","14078.59","Traditional","87155","5","2024-07-28"
"Brazil","East","10169.31","Traditional","46359","5","2024-07-29"
"Germany","West","11576.14","Digital","63111","8","2024-07-29"
"USA","East","12142.38","Traditional","22380","1","2024-07-29"
"Germany","West","17345.4","Traditional","23875","6","2024-07-29"
"USA","North","19124.37","Traditional","46010","5","2024-07-29"
