Country,Zone,Product_ID,Product_Category,Units_Sold,Revenue,Cost_of_Goods_Sold,Date,Marketing_Spend,Campaign_Type,Customer_Reach,Brand_Awareness_Score,Customer_Rating,Feedback_Type,Volume_of_Feedback,Competitor_Name,Competitor_Price,Competitor_Market_Share,Profit,Profit Margin
Brazil,East,P60,Water,598,3404.83,2083.43,2024-06-03,11172.54,Traditional,52094,5,1,Positive,238,Competitor_A,8.86,14.81,1321.4,0.38809573458880475
India,East,P8,Water,781,4659.98,1925.84,2024-06-03,9771.73,Traditional,17638,3,3,Positive,391,Competitor_C,4.72,20.46,2734.1399999999994,0.5867278400336482
India,East,P45,Water,192,2714.01,2058.4,2024-06-03,9771.73,Traditional,17638,3,3,Positive,391,Competitor_C,4.72,20.46,655.6100000000001,0.24156506424073607
India,North,P96,Water,872,1238.85,1118.63,2024-06-03,17145.93,Digital,73612,5,3,Positive,431,Competitor_A,2.59,38.94,120.2199999999998,0.09704161117165097
Usa,South,P92,Water,749,3932.69,1050.99,2024-06-03,6964.88,Digital,84028,7,4,Negative,424,Competitor_C,6.67,28.97,2881.7,0.7327554422036824
India,South,P37,Juices,243,2284.23,2397.76,2024-06-03,8077.48,Digital,98915,5,4,Positive,92,Competitor_C,3.52,36.56,-113.5300000000002,-0.04970165000897467
Germany,West,P15,Water,507,1711.67,2837.59,2024-06-03,18643.97,Traditional,30728,6,1,Negative,136,Competitor_A,2.87,21.93,-1125.92,-0.6577903451015675
Brazil,West,P38,Water,605,4232.76,2331.67,2024-06-04,17419.35,Digital,25704,6,2,Positive,421,Competitor_C,2.59,15.46,1901.0900000000001,0.4491372059838025
Brazil,West,P27,Water,898,3161.74,2722.54,2024-06-04,17419.35,Digital,25704,6,2,Positive,421,Competitor_C,2.59,15.46,439.1999999999998,0.1389108528848039
India,North,P87,Water,506,3161.7,1473.98,2024-06-04,19402.16,Traditional,90793,2,3,Negative,385,Competitor_A,2.59,38.94,1687.7199999999998,0.5338014359363633
India,North,P89,Water,554,4728.13,1514.36,2024-06-04,19402.16,Traditional,90793,2,3,Negative,385,Competitor_A,2.59,38.94,3213.7700000000004,0.6797126982549127
India,North,P38,Water,294,4739.41,1673.11,2024-06-04,19402.16,Traditional,90793,2,3,Negative,385,Competitor_A,2.59,38.94,3066.3,0.6469792653515944
China,East,P7,Juices,498,4495.03,2191.59,2024-06-04,10195.31,Digital,93832,5,4,Positive,464,Competitor_C,9.85,23.93,2303.4399999999996,0.512441518744035
China,South,P52,Water,192,4670.78,1719.78,2024-06-04,16532.22,Traditional,82370,5,3,Negative,109,Competitor_C,1.71,22.28,2951.0,0.6318002560600157
Usa,West,P92,Water,388,2587.19,1490.87,2024-06-04,14640.38,Traditional,35446,6,3,Positive,73,Competitor_B,8.4,33.33,1096.3200000000002,0.4237493187589625
China,East,P74,Carbonated Drinks,110,2748.95,2277.95,2024-06-05,9588.38,Digital,37578,9,5,Negative,399,Competitor_A,7.27,16.94,471.0,0.17133814729260263
Germany,North,P6,Juices,724,1761.21,504.41,2024-06-05,14979.71,Traditional,69342,4,2,Negative,150,Competitor_B,7.49,13.55,1256.8,0.7136003088785551
Usa,East,P55,Water,639,1613.22,1855.11,2024-06-05,6319.22,Digital,46523,6,3,Positive,424,Competitor_A,8.32,10.01,-241.88999999999987,-0.14994235132220024
Usa,East,P88,Water,432,2800.21,1433.18,2024-06-05,6319.22,Digital,46523,6,3,Positive,424,Competitor_A,8.32,10.01,1367.03,0.48818838587105967
Usa,South,P26,Water,810,3449.79,1305.26,2024-06-05,5081.77,Traditional,29801,5,2,Positive,397,Competitor_C,6.67,28.97,2144.5299999999997,0.6216407375521408
Usa,North,P32,Juices,866,2610.27,822.96,2024-06-06,17631.39,Digital,78919,5,5,Positive,227,Competitor_A,6.14,28.63,1787.31,0.6847222701099887
Usa,South,P6,Water,753,4102.67,1280.32,2024-06-07,13814.34,Digital,58266,7,1,Positive,194,Competitor_C,6.67,28.97,2822.3500000000004,0.6879300553054475
Usa,South,P57,Carbonated Drinks,287,1604.03,1317.02,2024-06-07,13814.34,Digital,58266,7,2,Positive,164,Competitor_A,5.65,27.02,287.01,0.17893056863026252
China,East,P18,Carbonated Drinks,219,4842.53,791.67,2024-06-07,6745.73,Digital,28707,2,5,Positive,69,Competitor_A,7.27,16.94,4050.8599999999997,0.8365172750607637
Usa,East,P5,Juices,627,1683.83,2069.1,2024-06-07,18625.2,Traditional,83468,3,2,Negative,133,Competitor_B,7.87,35.77,-385.27,-0.22880575830101613
Brazil,East,P79,Water,801,4854.56,2771.88,2024-06-07,9587.83,Digital,12424,10,4,Positive,323,Competitor_A,8.86,14.81,2082.6800000000003,0.4290151939619657
Brazil,East,P59,Water,244,4150.16,874.67,2024-06-07,9587.83,Digital,12424,10,4,Positive,323,Competitor_A,8.86,14.81,3275.49,0.7892442701004299
Brazil,South,P40,Water,651,4928.46,2641.16,2024-06-07,15213.8,Traditional,86543,5,3,Negative,384,Competitor_B,9.0,18.83,2287.3,0.46410034777597875
India,North,P10,Juices,170,1882.01,1154.61,2024-06-08,18132.76,Digital,67934,6,2,Positive,470,Competitor_B,4.19,31.7,727.4000000000001,0.38650166577223294
India,North,P56,Water,905,4902.31,1229.39,2024-06-08,18132.76,Digital,67934,6,1,Negative,391,Competitor_A,2.59,38.94,3672.92,0.7492223054029631
India,North,P47,Water,307,1344.66,1908.86,2024-06-08,18132.76,Digital,67934,6,1,Negative,391,Competitor_A,2.59,38.94,-564.1999999999998,-0.4195856201567681
India,South,P38,Carbonated Drinks,262,3406.12,1811.2,2024-06-08,16016.0,Traditional,20892,5,4,Negative,104,Competitor_C,2.77,14.07,1594.9199999999998,0.4682512653693939
Usa,South,P1,Carbonated Drinks,135,3406.03,2201.99,2024-06-08,5278.96,Digital,33385,3,2,Negative,148,Competitor_A,5.65,27.02,1204.0400000000004,0.353502464746347
Brazil,North,P9,Water,889,1172.72,1983.82,2024-06-08,15818.05,Digital,56578,6,5,Negative,232,Competitor_A,4.73,10.3,-811.0999999999999,-0.6916399481547172
Brazil,North,P49,Water,786,4213.7,1993.28,2024-06-08,15818.05,Digital,56578,6,5,Negative,232,Competitor_A,4.73,10.3,2220.42,0.5269525595082707
Germany,East,P71,Carbonated Drinks,946,3621.85,2958.35,2024-06-08,5769.36,Traditional,92375,10,3,Positive,313,Competitor_A,9.96,32.73,663.5,0.18319367174234163
Germany,North,P88,Water,684,2561.28,776.38,2024-06-09,19169.21,Digital,66893,6,4,Positive,406,Competitor_A,8.0,46.04,1784.9,0.6968781234382808
Germany,North,P15,Water,258,2317.21,1823.64,2024-06-09,19169.21,Digital,66893,6,4,Positive,406,Competitor_A,8.0,46.04,493.56999999999994,0.21300184273328698
Usa,West,P83,Water,279,1901.67,1224.24,2024-06-09,15293.77,Traditional,96443,5,2,Negative,174,Competitor_B,8.4,33.33,677.4300000000001,0.3562289987221758
Usa,West,P95,Carbonated Drinks,441,2396.65,1126.12,2024-06-09,15293.77,Traditional,96443,5,1,Positive,275,Competitor_C,1.01,41.6,1270.5300000000002,0.5301274695929736
Usa,West,P84,Juices,104,1183.49,980.56,2024-06-09,15293.77,Traditional,96443,5,1,Negative,178,Competitor_C,2.36,30.14,202.93000000000006,0.17146743952209148
China,East,P93,Water,299,2556.99,2994.2,2024-06-09,19562.9,Digital,64433,1,2,Negative,229,Competitor_C,2.19,29.42,-437.21000000000004,-0.1709861986163419
Brazil,South,P79,Water,169,4788.14,558.02,2024-06-10,19951.46,Digital,16604,1,5,Positive,467,Competitor_B,9.0,18.83,4230.120000000001,0.8834578771715114
Brazil,South,P33,Water,357,3049.23,2125.1,2024-06-10,19951.46,Digital,16604,1,5,Positive,467,Competitor_B,9.0,18.83,924.1300000000001,0.3030699553657809
Brazil,South,P43,Water,256,1387.08,698.3,2024-06-10,19951.46,Digital,16604,1,5,Positive,467,Competitor_B,9.0,18.83,688.78,0.4965683305937653
China,North,P76,Carbonated Drinks,371,2155.13,2335.96,2024-06-10,14967.55,Digital,18840,2,2,Negative,95,Competitor_C,9.68,17.62,-180.82999999999993,-0.08390677128525885
Usa,East,P93,Juices,971,1213.07,2937.18,2024-06-11,13437.36,Digital,25707,1,4,Negative,292,Competitor_B,7.87,35.77,-1724.11,-1.4212782444541534
China,North,P18,Juices,212,3974.93,2943.54,2024-06-11,13910.31,Traditional,74534,8,5,Negative,423,Competitor_C,5.43,48.3,1031.3899999999999,0.2594737517390243
China,West,P64,Water,426,4821.38,1241.07,2024-06-11,12175.69,Digital,62575,6,1,Positive,91,Competitor_C,6.74,49.34,3580.3100000000004,0.7425902957244607
China,West,P63,Water,440,3150.92,2809.85,2024-06-11,12175.69,Digital,62575,6,1,Positive,91,Competitor_C,6.74,49.34,341.07000000000016,0.10824457618727233
India,South,P56,Water,597,4452.38,2179.53,2024-06-11,12708.9,Traditional,35169,1,2,Negative,180,Competitor_A,4.9,23.31,2272.85,0.5104797883379226
Brazil,East,P3,Carbonated Drinks,388,1308.39,2608.01,2024-06-11,11930.05,Digital,83732,9,2,Positive,342,Competitor_C,2.64,12.45,-1299.6200000000001,-0.9932971056030694
Brazil,West,P97,Water,727,3373.7,2262.99,2024-06-11,8939.18,Traditional,47755,9,4,Negative,108,Competitor_C,2.59,15.46,1110.71,0.32922607226487244
India,West,P38,Juices,703,4686.25,1161.23,2024-06-12,7799.0,Digital,69561,7,3,Negative,81,Competitor_C,1.56,14.61,3525.02,0.7522048546279008
India,South,P65,Water,222,4537.26,2925.08,2024-06-12,10601.03,Traditional,61799,5,4,Positive,337,Competitor_A,4.9,23.31,1612.1800000000003,0.35532017120464776
India,South,P39,Carbonated Drinks,649,1918.9,927.65,2024-06-12,10601.03,Traditional,61799,5,4,Negative,181,Competitor_C,2.77,14.07,991.2500000000001,0.5165719943717755
Brazil,East,P49,Carbonated Drinks,730,4600.73,1017.19,2024-06-12,15456.69,Traditional,81965,8,4,Positive,226,Competitor_C,2.64,12.45,3583.5399999999995,0.7789068256559285
India,East,P22,Juices,523,4830.19,2189.1,2024-06-13,5055.71,Digital,19698,7,2,Positive,494,Competitor_C,6.53,33.82,2641.0899999999997,0.5467880145501522
China,South,P63,Water,952,3351.69,829.33,2024-06-13,13138.8,Traditional,45802,8,2,Positive,126,Competitor_C,1.71,22.28,2522.36,0.7525636320781457
Usa,East,P74,Juices,465,1395.39,2643.65,2024-06-13,14643.7,Traditional,12810,4,4,Negative,333,Competitor_B,7.87,35.77,-1248.26,-0.8945599438149907
China,East,P64,Water,856,3222.72,1381.89,2024-06-13,6637.87,Digital,28466,9,5,Positive,55,Competitor_C,2.19,29.42,1840.8299999999997,0.5712038278224605
Usa,North,P18,Water,747,1310.1,791.48,2024-06-13,15298.6,Digital,55624,3,5,Positive,80,Competitor_C,4.03,24.7,518.6199999999999,0.3958629112281505
Usa,South,P28,Carbonated Drinks,604,4730.16,927.01,2024-06-14,10086.18,Traditional,90169,1,1,Negative,230,Competitor_A,5.65,27.02,3803.1499999999996,0.8040214284506232
Usa,East,P57,Carbonated Drinks,819,4067.63,2558.16,2024-06-14,11833.54,Traditional,44172,5,3,Negative,50,Competitor_B,5.78,41.9,1509.4700000000003,0.3710932410273305
Usa,East,P54,Carbonated Drinks,669,3856.99,564.94,2024-06-14,11833.54,Traditional,44172,5,3,Negative,50,Competitor_B,5.78,41.9,3292.0499999999997,0.8535282694536412
Usa,East,P69,Carbonated Drinks,164,4628.56,2498.23,2024-06-14,11833.54,Traditional,44172,5,3,Negative,50,Competitor_B,5.78,41.9,2130.3300000000004,0.46025761792004427
Brazil,West,P61,Water,940,3291.41,1597.26,2024-06-14,15403.14,Digital,94284,9,1,Positive,391,Competitor_C,2.59,15.46,1694.1499999999999,0.5147186160338578
India,West,P93,Juices,825,2777.48,1381.74,2024-06-14,16408.28,Traditional,57599,5,2,Negative,401,Competitor_C,1.56,14.61,1395.74,0.5025202701729625
India,South,P89,Juices,262,4649.37,2317.86,2024-06-14,6059.18,Digital,82847,3,4,Positive,90,Competitor_C,3.52,36.56,2331.5099999999998,0.5014679408177882
China,East,P95,Water,864,4867.3,2054.85,2024-06-14,11753.41,Traditional,90315,3,4,Positive,337,Competitor_C,2.19,29.42,2812.4500000000003,0.5778254884638301
India,West,P32,Carbonated Drinks,551,1526.71,1297.04,2024-06-15,12737.04,Traditional,84036,3,3,Positive,345,Competitor_C,1.15,40.65,229.67000000000007,0.15043459465124356
India,West,P26,Juices,380,3829.78,1102.87,2024-06-15,12737.04,Traditional,84036,3,5,Negative,497,Competitor_C,1.56,14.61,2726.9100000000003,0.712027844941485
Usa,West,P26,Carbonated Drinks,794,1246.5,637.87,2024-06-16,16031.47,Digital,81183,6,1,Positive,497,Competitor_C,1.01,41.6,608.63,0.4882711592458885
Germany,North,P5,Carbonated Drinks,427,3091.29,2877.2,2024-06-16,8690.15,Traditional,30879,5,4,Positive,409,Competitor_C,8.04,25.45,214.09000000000015,0.06925587699633491
India,West,P77,Carbonated Drinks,720,3192.96,1095.72,2024-06-16,7797.87,Traditional,48171,9,4,Positive,144,Competitor_C,1.15,40.65,2097.24,0.6568325315694528
Brazil,West,P16,Water,851,3725.79,2120.19,2024-06-16,6241.72,Traditional,45207,7,3,Positive,173,Competitor_C,2.59,15.46,1605.6,0.43094216260175694
Brazil,West,P99,Water,858,4867.72,1032.78,2024-06-16,6241.72,Traditional,45207,7,3,Positive,173,Competitor_C,2.59,15.46,3834.9400000000005,0.7878308530482444
China,East,P13,Water,814,2607.49,2956.32,2024-06-16,9830.55,Digital,38922,4,5,Negative,96,Competitor_C,2.19,29.42,-348.8300000000004,-0.1337799953211711
Usa,South,P97,Water,785,1839.2,1189.18,2024-06-17,14319.89,Digital,55889,4,4,Positive,232,Competitor_C,6.67,28.97,650.02,0.3534254023488473
Brazil,North,P31,Water,126,2535.85,1238.63,2024-06-17,5091.65,Digital,66228,6,1,Positive,203,Competitor_A,4.73,10.3,1297.2199999999998,0.5115523394522546
Brazil,South,P22,Water,957,2381.43,789.69,2024-06-17,10782.59,Traditional,92425,6,1,Positive,364,Competitor_B,9.0,18.83,1591.7399999999998,0.6683967196180446
Germany,North,P37,Juices,676,3466.12,2172.92,2024-06-17,5291.91,Traditional,85092,7,2,Positive,117,Competitor_B,7.49,13.55,1293.1999999999998,0.37309729611207915
Brazil,West,P9,Juices,421,1454.72,2338.05,2024-06-17,12667.2,Traditional,15917,7,1,Positive,319,Competitor_C,8.78,33.92,-883.3300000000002,-0.6072165090189178
China,East,P63,Carbonated Drinks,557,2061.77,2410.26,2024-06-17,8413.87,Digital,31652,5,1,Negative,62,Competitor_A,7.27,16.94,-348.49000000000024,-0.16902467297516224
Usa,West,P55,Water,358,3542.91,1237.92,2024-06-17,16987.84,Digital,86562,4,2,Negative,399,Competitor_B,8.4,33.33,2304.99,0.6505923097115083
India,West,P53,Carbonated Drinks,767,3407.22,2611.1,2024-06-17,18061.68,Traditional,41629,7,4,Positive,469,Competitor_C,1.15,40.65,796.1199999999999,0.23365676416550735
China,North,P55,Juices,763,3943.16,1161.92,2024-06-18,5350.09,Digital,18688,7,3,Negative,292,Competitor_C,5.43,48.3,2781.24,0.705332778786557
China,South,P89,Carbonated Drinks,806,3506.92,1148.11,2024-06-18,16104.57,Digital,50964,2,4,Positive,256,Competitor_B,4.95,31.45,2358.8100000000004,0.6726158566491395
Germany,South,P79,Juices,938,3223.3,2351.59,2024-06-18,11207.04,Digital,66392,4,5,Positive,306,Competitor_A,8.28,48.32,871.71,0.27044023206031087
Germany,North,P39,Water,164,4362.21,1676.62,2024-06-18,19283.9,Traditional,53751,5,1,Positive,246,Competitor_A,8.0,46.04,2685.59,0.6156489485834016
China,West,P62,Carbonated Drinks,880,4557.12,665.72,2024-06-18,14559.35,Digital,75752,8,2,Positive,402,Competitor_C,4.46,21.67,3891.3999999999996,0.8539165086721437
Brazil,North,P66,Carbonated Drinks,805,4508.67,1967.6,2024-06-18,18912.74,Digital,29591,9,4,Positive,89,Competitor_A,9.9,20.09,2541.07,0.5635963599021441
Germany,East,P58,Water,935,2703.13,617.02,2024-06-19,16990.2,Traditional,27261,4,2,Positive,91,Competitor_B,9.15,14.99,2086.11,0.7717386881134093
Usa,East,P99,Water,195,3313.22,2271.16,2024-06-19,14778.54,Traditional,95500,9,5,Positive,118,Competitor_A,8.32,10.01,1042.06,0.3145157882663995
Usa,East,P78,Water,259,2612.25,2461.33,2024-06-19,14778.54,Traditional,95500,9,5,Positive,118,Competitor_A,8.32,10.01,150.92000000000007,0.0577739496602546
India,South,P53,Water,243,3920.03,2351.22,2024-06-19,7752.77,Traditional,78935,8,1,Positive,235,Competitor_A,4.9,23.31,1568.8100000000004,0.4002035698706388
Germany,North,P9,Water,926,2822.5,2518.05,2024-06-19,5115.48,Digital,40872,2,4,Negative,165,Competitor_A,8.0,46.04,304.4499999999998,0.10786536758193085
China,North,P40,Juices,661,2416.86,760.64,2024-06-20,19321.85,Digital,73376,6,5,Negative,159,Competitor_C,5.43,48.3,1656.2200000000003,0.6852775915857766
Usa,South,P92,Carbonated Drinks,103,3975.78,1661.1,2024-06-20,7500.15,Digital,42088,3,5,Positive,248,Competitor_A,5.65,27.02,2314.6800000000003,0.5821951918868751
China,East,P94,Carbonated Drinks,933,4427.64,1836.68,2024-06-20,15087.83,Digital,55303,4,1,Negative,154,Competitor_A,7.27,16.94,2590.96,0.5851785601358737
China,East,P56,Carbonated Drinks,443,4789.69,1006.77,2024-06-20,15087.83,Digital,55303,4,1,Negative,154,Competitor_A,7.27,16.94,3782.9199999999996,0.7898047681582733
India,East,P5,Water,272,1439.36,1162.83,2024-06-20,8891.52,Traditional,75571,7,1,Negative,300,Competitor_C,4.72,20.46,276.53,0.19212010893730547
Germany,South,P58,Water,484,3563.64,2381.59,2024-06-20,11804.16,Digital,21772,9,2,Negative,458,Competitor_A,3.37,10.29,1182.0499999999997,0.33169736561493296
Usa,East,P97,Carbonated Drinks,319,2906.81,805.3,2024-06-21,13532.04,Digital,20631,9,3,Negative,326,Competitor_B,5.78,41.9,2101.51,0.7229609090377425
Usa,East,P47,Carbonated Drinks,945,3369.16,990.84,2024-06-21,13532.04,Digital,20631,9,3,Negative,326,Competitor_B,5.78,41.9,2378.3199999999997,0.7059088912369849
China,North,P97,Carbonated Drinks,977,4965.63,1960.02,2024-06-21,8511.4,Traditional,60378,10,1,Negative,216,Competitor_C,9.68,17.62,3005.61,0.6052827133717172
India,South,P52,Water,401,2541.8,1958.01,2024-06-21,11301.42,Digital,37925,2,4,Positive,334,Competitor_A,4.9,23.31,583.7900000000002,0.22967582028483757
Brazil,South,P70,Carbonated Drinks,769,1472.58,2718.49,2024-06-21,14600.01,Traditional,30671,3,2,Negative,407,Competitor_A,4.33,29.31,-1245.9099999999999,-0.8460728788928275
China,South,P94,Water,375,3686.54,2876.31,2024-06-22,5666.09,Digital,89255,1,2,Negative,379,Competitor_C,1.71,22.28,810.23,0.21978060729030474
China,South,P61,Water,727,1441.22,2592.06,2024-06-22,5666.09,Digital,89255,1,2,Negative,379,Competitor_C,1.71,22.28,-1150.84,-0.7985179223158156
China,West,P96,Carbonated Drinks,514,1147.2,1281.88,2024-06-22,17135.23,Traditional,32778,2,5,Positive,148,Competitor_C,4.46,21.67,-134.68000000000006,-0.11739888423988848
Germany,East,P99,Juices,683,4947.53,1172.75,2024-06-22,7071.94,Traditional,81091,8,3,Negative,118,Competitor_B,5.66,23.73,3774.7799999999997,0.7629625287769857
Usa,North,P72,Carbonated Drinks,846,4367.7,2932.35,2024-06-22,8919.4,Traditional,69507,7,5,Positive,79,Competitor_B,6.78,38.2,1435.35,0.32862833985850676
China,North,P51,Water,420,4471.99,2798.65,2024-06-23,19078.24,Digital,64738,1,5,Negative,351,Competitor_B,1.38,13.75,1673.3399999999997,0.37418241096245736
China,North,P75,Carbonated Drinks,277,1006.97,2594.79,2024-06-23,19078.24,Digital,64738,1,1,Positive,229,Competitor_C,9.68,17.62,-1587.82,-1.5768294983961786
Brazil,South,P69,Carbonated Drinks,319,4117.5,2949.15,2024-06-23,12377.91,Digital,66088,10,4,Negative,137,Competitor_A,4.33,29.31,1168.35,0.2837522768670309
Brazil,South,P58,Carbonated Drinks,618,2344.09,2928.9,2024-06-23,12377.91,Digital,66088,10,4,Negative,137,Competitor_A,4.33,29.31,-584.81,-0.2494827417036035
Usa,East,P94,Carbonated Drinks,634,3765.69,1795.92,2024-06-23,11848.8,Digital,76420,2,3,Positive,274,Competitor_B,5.78,41.9,1969.77,0.5230834189750085
Usa,East,P30,Carbonated Drinks,735,4590.37,782.18,2024-06-23,11848.8,Digital,76420,2,3,Positive,274,Competitor_B,5.78,41.9,3808.19,0.8296041495565717
Germany,North,P78,Juices,104,2126.87,2566.88,2024-06-23,15930.36,Digital,70522,8,1,Positive,494,Competitor_B,7.49,13.55,-440.0100000000002,-0.2068814737148957
Germany,East,P100,Water,823,3487.68,1296.05,2024-06-23,12447.43,Digital,20094,3,4,Negative,87,Competitor_B,9.15,14.99,2191.63,0.6283919396274888
Germany,East,P30,Water,670,4124.97,2195.59,2024-06-23,12447.43,Digital,20094,3,4,Negative,87,Competitor_B,9.15,14.99,1929.38,0.46773188653493236
Usa,North,P15,Carbonated Drinks,567,4980.44,2406.87,2024-06-23,15713.05,Digital,40481,4,4,Negative,428,Competitor_B,6.78,38.2,2573.5699999999997,0.5167354691553356
Usa,North,P18,Juices,381,4642.87,1357.88,2024-06-23,15713.05,Digital,40481,4,5,Negative,367,Competitor_A,6.14,28.63,3284.99,0.7075343483664199
Usa,North,P56,Juices,238,4909.84,2651.79,2024-06-23,15713.05,Digital,40481,4,5,Negative,367,Competitor_A,6.14,28.63,2258.05,0.4599029703615597
Germany,East,P2,Water,855,1173.76,2178.56,2024-06-24,16322.16,Digital,92533,7,4,Positive,120,Competitor_B,9.15,14.99,-1004.8,-0.8560523446019629
Germany,East,P65,Carbonated Drinks,102,2539.91,894.55,2024-06-24,16322.16,Digital,92533,7,2,Negative,197,Competitor_A,9.96,32.73,1645.36,0.6478024811902784
Germany,East,P67,Carbonated Drinks,391,4110.76,1334.22,2024-06-24,16322.16,Digital,92533,7,2,Negative,197,Competitor_A,9.96,32.73,2776.54,0.6754322801623057
Brazil,South,P41,Carbonated Drinks,171,3576.79,2272.71,2024-06-24,18820.08,Digital,84058,6,4,Positive,362,Competitor_A,4.33,29.31,1304.08,0.36459506988109447
Usa,South,P82,Carbonated Drinks,691,4506.33,2146.82,2024-06-24,11495.62,Traditional,65962,8,5,Positive,499,Competitor_A,5.65,27.02,2359.5099999999998,0.5235990262586184
Usa,South,P40,Carbonated Drinks,351,2870.64,2866.58,2024-06-24,11495.62,Traditional,65962,8,5,Positive,499,Competitor_A,5.65,27.02,4.059999999999945,0.0014143187581863088
India,North,P46,Carbonated Drinks,525,3567.63,1656.45,2024-06-24,9072.14,Digital,39795,7,2,Positive,370,Competitor_C,9.31,23.76,1911.18,0.5357001707015582
Germany,West,P43,Water,156,2958.92,735.09,2024-06-24,13351.2,Traditional,21268,10,3,Positive,417,Competitor_A,2.87,21.93,2223.83,0.7515681397266569
Usa,East,P35,Carbonated Drinks,533,3211.55,865.49,2024-06-24,13287.47,Digital,64356,4,4,Positive,286,Competitor_B,5.78,41.9,2346.0600000000004,0.7305070760224814
China,West,P34,Carbonated Drinks,714,2946.93,2729.92,2024-06-25,12751.46,Traditional,81152,4,4,Negative,382,Competitor_C,4.46,21.67,217.00999999999976,0.07363934670996589
Brazil,South,P82,Water,758,2850.49,1615.04,2024-06-25,17791.09,Traditional,15556,10,1,Positive,129,Competitor_B,9.0,18.83,1235.4499999999998,0.43341671081112365
Usa,West,P66,Carbonated Drinks,320,2390.44,1297.78,2024-06-25,5284.9,Traditional,93444,10,3,Positive,107,Competitor_C,1.01,41.6,1092.66,0.45709576479643915
Brazil,North,P69,Juices,198,2687.2,2971.18,2024-06-25,12407.05,Traditional,77527,1,2,Negative,66,Competitor_C,1.72,35.44,-283.98,-0.10567877344447754
India,South,P99,Carbonated Drinks,411,3183.11,2558.37,2024-06-25,13418.09,Traditional,45873,5,2,Positive,439,Competitor_C,2.77,14.07,624.7400000000002,0.1962671726707529
India,South,P76,Water,182,2688.24,2651.81,2024-06-26,14800.26,Digital,40863,5,4,Positive,146,Competitor_A,4.9,23.31,36.429999999999836,0.013551617415111687
India,South,P32,Water,329,1170.74,1151.53,2024-06-26,14800.26,Digital,40863,5,4,Positive,146,Competitor_A,4.9,23.31,19.210000000000036,0.01640842544031983
India,South,P25,Carbonated Drinks,757,2935.94,2041.98,2024-06-26,14800.26,Digital,40863,5,5,Positive,399,Competitor_C,2.77,14.07,893.96,0.30448851134559973
Brazil,South,P8,Water,941,1610.9,1281.32,2024-06-26,12266.91,Digital,65591,2,1,Positive,339,Competitor_B,9.0,18.83,329.58000000000015,0.20459370538208463
China,East,P6,Carbonated Drinks,577,1238.87,1196.46,2024-06-26,8516.41,Digital,90211,8,2,Positive,401,Competitor_A,7.27,16.94,42.409999999999854,0.034232808930719005
Usa,North,P40,Water,884,3659.54,2793.66,2024-06-27,13550.93,Digital,12635,4,2,Positive,229,Competitor_C,4.03,24.7,865.8800000000001,0.23660897271241743
China,West,P16,Water,648,1525.41,2763.21,2024-06-27,19833.8,Digital,50530,5,3,Negative,399,Competitor_C,6.74,49.34,-1237.8,-0.8114539697523944
Germany,North,P40,Carbonated Drinks,268,4409.8,1995.4,2024-06-27,5587.71,Digital,95885,4,1,Positive,98,Competitor_C,8.04,25.45,2414.4,0.5475078234840582
China,North,P71,Carbonated Drinks,510,3576.98,619.13,2024-06-27,11522.09,Digital,21627,3,2,Positive,172,Competitor_C,9.68,17.62,2957.85,0.8269126469815319
China,North,P31,Carbonated Drinks,577,1672.76,631.65,2024-06-27,11522.09,Digital,21627,3,2,Positive,172,Competitor_C,9.68,17.62,1041.1100000000001,0.6223905401850834
China,North,P74,Water,481,4040.97,1733.9,2024-06-27,11522.09,Digital,21627,3,2,Positive,381,Competitor_B,1.38,13.75,2307.0699999999997,0.5709198534015347
China,North,P83,Water,145,4469.01,927.51,2024-06-27,11522.09,Digital,21627,3,2,Positive,381,Competitor_B,1.38,13.75,3541.5,0.792457389891721
China,North,P53,Water,476,4656.29,2245.25,2024-06-27,11522.09,Digital,21627,3,2,Positive,381,Competitor_B,1.38,13.75,2411.04,0.5178028000833281
India,North,P28,Water,830,2539.07,1260.36,2024-06-27,10549.82,Digital,89398,5,2,Negative,488,Competitor_A,2.59,38.94,1278.7100000000003,0.5036135277877334
Usa,South,P23,Water,653,4959.71,1381.97,2024-06-27,10981.47,Digital,59527,3,2,Positive,377,Competitor_C,6.67,28.97,3577.74,0.7213607247197921
Germany,South,P16,Water,712,4729.74,571.06,2024-06-28,7834.89,Digital,50069,9,1,Positive,231,Competitor_A,3.37,10.29,4158.68,0.8792618621742423
Brazil,North,P70,Carbonated Drinks,619,1614.33,1763.33,2024-06-28,10561.17,Digital,91429,7,4,Positive,235,Competitor_A,9.9,20.09,-149.0,-0.09229835287704496
Brazil,North,P73,Carbonated Drinks,311,2792.0,2635.75,2024-06-28,10561.17,Digital,91429,7,4,Positive,235,Competitor_A,9.9,20.09,156.25,0.0559634670487106
Brazil,East,P97,Water,300,1416.79,2826.05,2024-06-28,5773.0,Traditional,75944,6,5,Positive,275,Competitor_A,8.86,14.81,-1409.2600000000002,-0.9946851685853233
Germany,North,P30,Carbonated Drinks,183,1817.41,2443.93,2024-06-29,14041.24,Traditional,57131,1,2,Positive,147,Competitor_C,8.04,25.45,-626.5199999999998,-0.3447323388778535
Germany,North,P10,Water,698,3615.87,2864.42,2024-06-29,14041.24,Traditional,57131,1,2,Negative,403,Competitor_A,8.0,46.04,751.4499999999998,0.20781997140383915
