"Country","Zone","Competitor_Name","Competitor_Product_Category","Competitor_Price","Competitor_Market_Share"
"USA","West","Competitor_B","Juices","9.41","30.43"
"China","South","Competitor_B","Juices","2.2","16.45"
"USA","South","Competitor_A","Water","1.24","26.75"
"Brazil","North","Competitor_B","Water","1.65","35.67"
"USA","South","Competitor_B","Carbonated Drinks","8.8","48.29"
"China","South","Competitor_B","Juices","7.76","10.48"
"Brazil","East","Competitor_C","Carbonated Drinks","1.23","26.45"
"Germany","East","Competitor_B","Carbonated Drinks","3.9","30.49"
"USA","West","Competitor_C","Water","6.26","29.5"
"India","West","Competitor_C","Water","9.71","24.79"
"India","South","Competitor_B","Carbonated Drinks","1.3","14.95"
"Brazil","South","Competitor_C","Water","4.73","24.29"
"India","West","Competitor_B","Juices","3.05","29.21"
"China","West","Competitor_A","Juices","9.82","17.56"
"India","East","Competitor_A","Water","9.38","46.18"
"India","East","Competitor_C","Carbonated Drinks","6.74","39.5"
"Germany","East","Competitor_A","Water","1.99","17.12"
"USA","North","Competitor_A","Carbonated Drinks","7.54","10.14"
"USA","South","Competitor_A","Carbonated Drinks","9.89","38.71"
"China","East","Competitor_A","Water","6.69","21.41"
"India","East","Competitor_B","Water","4.59","19.19"
"China","North","Competitor_C","Water","8.98","37.37"
"Germany","North","Competitor_B","Carbonated Drinks","6.68","17.16"
"USA","South","Competitor_B","Carbonated Drinks","1.98","28.4"
"China","West","Competitor_A","Juices","8.45","35.86"
"China","East","Competitor_C","Juices","2.41","46.89"
"Germany","East","Competitor_C","Carbonated Drinks","8.22","43.49"
"China","South","Competitor_B","Juices","1.57","29.56"
"Brazil","North","Competitor_B","Carbonated Drinks","5.88","28.56"
"Brazil","East","Competitor_A","Carbonated Drinks","3.29","15.88"
"Germany","North","Competitor_A","Carbonated Drinks","2.51","33.46"
"Brazil","North","Competitor_A","Carbonated Drinks","2.42","27.23"
"China","North","Competitor_C","Carbonated Drinks","6.3","24.01"
"China","East","Competitor_A","Juices","1.69","10.99"
"India","East","Competitor_A","Carbonated Drinks","8.35","17.42"
"Germany","South","Competitor_C","Water","4.16","20.7"
"Germany","East","Competitor_B","Water","8.13","32.16"
"India","South","Competitor_C","Juices","4.87","14.02"
"Brazil","South","Competitor_C","Water","1.33","45.26"
"China","West","Competitor_B","Carbonated Drinks","9.46","18.68"
"India","East","Competitor_B","Juices","7.22","29.84"
"Germany","North","Competitor_C","Carbonated Drinks","2.35","22.88"
"Brazil","West","Competitor_A","Juices","5.75","17.07"
"USA","East","Competitor_A","Water","2.35","24.74"
"Brazil","East","Competitor_A","Carbonated Drinks","5.08","13.17"
"Germany","South","Competitor_B","Water","2.95","21.92"
"India","West","Competitor_A","Juices","3.51","45.14"
"Germany","North","Competitor_A","Juices","5.62","42.14"
"Germany","West","Competitor_A","Carbonated Drinks","2.43","14.49"
"China","North","Competitor_A","Juices","4.72","20.43"
"USA","West","Competitor_A","Carbonated Drinks","7.17","37.79"
"Brazil","North","Competitor_A","Water","9.43","44.22"
"Germany","North","Competitor_B","Juices","5.29","12.45"
"India","West","Competitor_B","Water","1.85","33.61"
"Germany","South","Competitor_C","Water","6.32","42.38"
"Brazil","East","Competitor_A","Juices","1.25","25.67"
"India","North","Competitor_B","Carbonated Drinks","7.08","28.07"
"India","South","Competitor_A","Carbonated Drinks","5.19","40.09"
"Germany","South","Competitor_B","Juices","6.25","16.3"
"China","North","Competitor_C","Juices","6.44","27.6"
"Brazil","East","Competitor_B","Carbonated Drinks","2.53","48.48"
"USA","East","Competitor_C","Carbonated Drinks","4.13","27.91"
"Brazil","West","Competitor_C","Carbonated Drinks","4.05","33.38"
"Brazil","South","Competitor_A","Carbonated Drinks","8.16","22.16"
"Germany","East","Competitor_A","Carbonated Drinks","5.31","30.68"
"USA","East","Competitor_B","Water","2.46","26.42"
"China","East","Competitor_B","Juices","4.28","36.56"
"Germany","South","Competitor_C","Carbonated Drinks","7.4","45.9"
"India","North","Competitor_B","Carbonated Drinks","7.01","32.07"
"China","South","Competitor_A","Water","2.97","10.34"
"China","West","Competitor_B","Carbonated Drinks","4.04","27.9"
"USA","East","Competitor_C","Juices","1.34","29.18"
"Germany","East","Competitor_B","Water","5.24","13.76"
"India","East","Competitor_B","Carbonated Drinks","6.1","49.54"
"India","North","Competitor_C","Juices","9.73","32.88"
"Germany","West","Competitor_B","Juices","3.03","29.66"
"USA","North","Competitor_B","Carbonated Drinks","7.76","23.98"
"USA","East","Competitor_C","Water","9.7","14.19"
"Germany","North","Competitor_B","Water","9.55","17.81"
"Germany","South","Competitor_B","Carbonated Drinks","9.98","18.47"
"India","East","Competitor_C","Carbonated Drinks","2.21","43.34"
"Germany","South","Competitor_A","Carbonated Drinks","8.02","48.52"
"India","East","Competitor_B","Water","6.87","11.56"
"USA","North","Competitor_B","Juices","4.57","18.14"
"China","West","Competitor_A","Juices","3.81","15.44"
"Brazil","North","Competitor_B","Juices","1.74","47.1"
"China","East","Competitor_A","Water","8.2","22.78"
"USA","East","Competitor_B","Juices","7.01","47.84"
"Brazil","North","Competitor_C","Carbonated Drinks","4.5","33.02"
"Brazil","West","Competitor_A","Water","2.48","14.67"
"USA","South","Competitor_C","Water","5.46","47.73"
"Germany","North","Competitor_C","Water","7.49","22.73"
"India","West","Competitor_C","Water","6.97","45.78"
"USA","South","Competitor_B","Juices","5.36","18.88"
"China","West","Competitor_C","Carbonated Drinks","9.65","46.79"
"India","West","Competitor_B","Juices","2.34","31.56"
"Germany","North","Competitor_A","Water","5.16","19.58"
"Germany","South","Competitor_A","Juices","3","44.55"
"USA","East","Competitor_B","Carbonated Drinks","5.38","18.46"
"USA","West","Competitor_B","Juices","1.26","12.76"
"Brazil","North","Competitor_A","Water","9.9","41.61"
"Brazil","West","Competitor_B","Juices","5.91","32.25"
"India","North","Competitor_C","Water","1.32","34.2"
"USA","North","Competitor_B","Juices","8.23","21.56"
"Brazil","South","Competitor_C","Water","1.34","30.78"
"China","South","Competitor_A","Water","4.81","46.34"
"Germany","East","Competitor_A","Juices","1.88","11.14"
"China","North","Competitor_A","Water","2.37","27.69"
"China","South","Competitor_C","Juices","1.56","30.41"
"China","East","Competitor_C","Juices","4.32","26.58"
"China","South","Competitor_C","Carbonated Drinks","5.86","10.13"
"Brazil","South","Competitor_C","Water","9.82","49.68"
"Germany","East","Competitor_A","Juices","6.27","11.46"
"China","North","Competitor_C","Carbonated Drinks","8.44","30.98"
"Germany","South","Competitor_A","Water","5.11","34.23"
"Brazil","East","Competitor_A","Juices","4.85","25.45"
"Germany","West","Competitor_A","Carbonated Drinks","3.77","10.54"
"Germany","West","Competitor_B","Juices","3.16","29.59"
"Brazil","South","Competitor_C","Juices","1.83","15.23"
"China","West","Competitor_B","Juices","9.92","21.65"
"Brazil","North","Competitor_A","Carbonated Drinks","3.26","26.79"
"China","West","Competitor_B","Carbonated Drinks","3.58","34.56"
"Brazil","East","Competitor_B","Carbonated Drinks","7.52","35.11"
"China","East","Competitor_B","Carbonated Drinks","8.08","43.26"
"India","East","Competitor_A","Carbonated Drinks","4.61","48.76"
"Brazil","West","Competitor_B","Carbonated Drinks","9.95","17.58"
"USA","North","Competitor_B","Water","4.67","30.21"
"Brazil","South","Competitor_C","Juices","7.88","33.56"
"China","West","Competitor_A","Juices","9.72","14.16"
"USA","West","Competitor_C","Juices","6.51","11.3"
"China","West","Competitor_C","Carbonated Drinks","3.74","46.34"
"Germany","South","Competitor_B","Juices","7.53","12.09"
"Germany","North","Competitor_A","Carbonated Drinks","4.31","28.54"
"India","East","Competitor_A","Juices","3.77","31.26"
"India","East","Competitor_C","Carbonated Drinks","3.22","36.63"
"Germany","South","Competitor_C","Juices","2.94","37.83"
"Germany","North","Competitor_B","Carbonated Drinks","1.35","43.2"
"Brazil","South","Competitor_A","Juices","6.75","30.47"
"USA","East","Competitor_C","Carbonated Drinks","7.12","22.64"
"Brazil","North","Competitor_A","Juices","2.85","39.47"
"China","South","Competitor_B","Water","6.47","35.7"
"India","South","Competitor_C","Juices","8.79","32.66"
"USA","East","Competitor_A","Juices","7.4","43.24"
"Brazil","West","Competitor_C","Water","9.97","39.75"
"USA","West","Competitor_C","Juices","2.6","33.87"
"Germany","West","Competitor_B","Carbonated Drinks","2.62","40.89"
"USA","East","Competitor_A","Juices","5.28","32.46"
"China","South","Competitor_C","Carbonated Drinks","7.53","30.3"
"Germany","South","Competitor_C","Carbonated Drinks","2.75","48.39"
"Germany","North","Competitor_C","Water","4.45","15.13"
"Brazil","East","Competitor_B","Carbonated Drinks","4.22","11.38"
"Germany","South","Competitor_C","Carbonated Drinks","1.58","10.42"
"India","North","Competitor_B","Juices","6.49","25.97"
"India","North","Competitor_C","Juices","1.04","38.08"
"USA","West","Competitor_A","Carbonated Drinks","8.15","18.77"
"Germany","North","Competitor_A","Carbonated Drinks","8.91","16.14"
"Brazil","South","Competitor_A","Water","8.2","45.36"
"USA","North","Competitor_A","Water","8.48","42.84"
"Germany","North","Competitor_B","Carbonated Drinks","2.11","46.9"
"USA","North","Competitor_C","Juices","8.71","27.61"
"Brazil","West","Competitor_C","Water","4.24","48.28"
"China","East","Competitor_C","Carbonated Drinks","8.46","38.84"
"Germany","South","Competitor_C","Water","8.01","40.39"
"China","South","Competitor_A","Juices","6.18","12.49"
"Germany","West","Competitor_B","Water","9.38","10.09"
"USA","West","Competitor_C","Water","7.98","44.59"
"India","North","Competitor_B","Juices","2.44","29.21"
"China","North","Competitor_B","Juices","9.33","23.55"
"Germany","North","Competitor_B","Carbonated Drinks","4.57","26.99"
"USA","North","Competitor_B","Carbonated Drinks","2.46","19.24"
"Germany","South","Competitor_C","Juices","4.82","21.63"
"Brazil","North","Competitor_B","Water","6.87","10.54"
"China","West","Competitor_C","Water","4.02","47.41"
"Germany","East","Competitor_C","Water","3.37","48.28"
"China","South","Competitor_B","Juices","3.58","26.54"
"Germany","South","Competitor_C","Carbonated Drinks","7.66","25.57"
"India","South","Competitor_C","Juices","9.11","42.13"
"India","West","Competitor_A","Juices","4.89","39.16"
"Germany","East","Competitor_A","Water","6.34","29.23"
"USA","West","Competitor_B","Carbonated Drinks","1.65","46"
"Brazil","South","Competitor_C","Carbonated Drinks","4.84","41.74"
"Brazil","West","Competitor_B","Juices","8.43","42"
"India","West","Competitor_C","Carbonated Drinks","3.84","32.12"
"India","West","Competitor_C","Carbonated Drinks","6.12","25.43"
"China","West","Competitor_A","Carbonated Drinks","2.42","21.81"
"China","West","Competitor_B","Water","9.1","28.2"
"Germany","West","Competitor_B","Juices","4.93","12.96"
"India","East","Competitor_C","Juices","1.15","26.87"
"China","West","Competitor_C","Water","7.19","24.86"
"USA","East","Competitor_B","Water","3.3","47.1"
"China","North","Competitor_A","Carbonated Drinks","5.47","45.7"
"India","South","Competitor_A","Water","9.28","13.37"
"USA","South","Competitor_A","Carbonated Drinks","3.68","14.38"
"Brazil","North","Competitor_A","Water","5.48","23.77"
"China","North","Competitor_A","Water","1.15","45.99"
"Brazil","East","Competitor_C","Water","3.24","12.01"
"China","South","Competitor_C","Water","4.66","18.47"
"China","North","Competitor_B","Water","6.13","49.16"
"China","West","Competitor_B","Carbonated Drinks","8.34","36.4"
"China","East","Competitor_A","Water","7.96","37.05"
"Brazil","East","Competitor_C","Carbonated Drinks","6.28","23.26"
"India","East","Competitor_A","Water","1.49","21.15"
"USA","North","Competitor_A","Water","1.44","24.16"
"Germany","North","Competitor_C","Carbonated Drinks","8.21","13.45"
"Germany","North","Competitor_B","Juices","5.25","49.11"
"USA","West","Competitor_C","Juices","7.53","20.34"
"USA","East","Competitor_C","Carbonated Drinks","9.32","25.33"
"China","West","Competitor_B","Carbonated Drinks","5.67","31.89"
"Brazil","South","Competitor_B","Carbonated Drinks","5.54","21.52"
"USA","East","Competitor_C","Water","5.85","15.45"
"Germany","North","Competitor_A","Juices","9.56","23.22"
"USA","East","Competitor_B","Water","9.64","14.34"
"USA","South","Competitor_C","Water","8.19","10.05"
"India","West","Competitor_A","Water","9.3","49.27"
"India","South","Competitor_C","Juices","8.33","25.81"
"China","West","Competitor_C","Juices","9.41","44.18"
"Germany","East","Competitor_B","Carbonated Drinks","9.11","25.02"
"USA","East","Competitor_B","Water","1.67","39.02"
"Brazil","East","Competitor_C","Carbonated Drinks","1.8","36.03"
"USA","North","Competitor_C","Carbonated Drinks","6.53","19.7"
"Brazil","South","Competitor_C","Juices","6.14","22.62"
"India","North","Competitor_A","Water","3.78","14.38"
"Germany","East","Competitor_A","Water","4.85","45.38"
"India","North","Competitor_C","Water","4.76","35.48"
"Brazil","West","Competitor_B","Juices","8.19","45.04"
"USA","East","Competitor_C","Carbonated Drinks","2.33","22.13"
"USA","West","Competitor_C","Juices","7.88","14.11"
"China","South","Competitor_A","Juices","9.17","16.03"
"India","South","Competitor_B","Water","1.06","11.43"
"Brazil","West","Competitor_B","Water","1.67","46.63"
"USA","North","Competitor_B","Carbonated Drinks","5.49","35.61"
"China","North","Competitor_B","Juices","1.7","18.53"
"Brazil","East","Competitor_B","Carbonated Drinks","4.62","37.33"
"USA","East","Competitor_A","Juices","1.9","40.34"
"Brazil","North","Competitor_C","Carbonated Drinks","8.53","19.64"
"USA","East","Competitor_A","Juices","8.24","36.15"
"Brazil","South","Competitor_C","Water","6.7","49.92"
"Brazil","North","Competitor_C","Carbonated Drinks","7.02","23.84"
"USA","North","Competitor_A","Water","1.68","26.26"
"India","West","Competitor_C","Water","2.75","30.16"
"India","East","Competitor_C","Juices","8.24","33.89"
"Brazil","East","Competitor_C","Juices","4.8","28.29"
"USA","West","Competitor_A","Water","1.71","44.88"
"Germany","West","Competitor_B","Carbonated Drinks","4.46","34.01"
"USA","South","Competitor_C","Carbonated Drinks","5.2","16.84"
"India","East","Competitor_A","Juices","6.06","22.66"
"Germany","West","Competitor_A","Juices","3.3","30.28"
"Germany","East","Competitor_C","Juices","3.57","11.32"
"Brazil","North","Competitor_B","Water","2.84","27.41"
"China","South","Competitor_B","Juices","1.15","27.93"
"India","South","Competitor_B","Water","7.03","11.65"
"Brazil","South","Competitor_A","Juices","9.29","42.91"
"Germany","South","Competitor_B","Carbonated Drinks","7.46","33.85"
"India","East","Competitor_A","Juices","6.58","48.58"
"Brazil","West","Competitor_C","Juices","3.33","31.61"
"Brazil","South","Competitor_C","Juices","5.18","44.17"
"Germany","East","Competitor_C","Water","4.62","18.99"
"Brazil","West","Competitor_C","Water","8.59","15.31"
"India","West","Competitor_B","Juices","4.79","20.84"
"India","North","Competitor_C","Water","7.88","13.46"
"Germany","East","Competitor_B","Carbonated Drinks","6.7","34.04"
"China","West","Competitor_A","Water","3.71","30.76"
"China","North","Competitor_C","Water","7.66","32.57"
"USA","East","Competitor_B","Carbonated Drinks","1.91","29.67"
"China","West","Competitor_A","Juices","3.79","37.41"
"USA","East","Competitor_B","Carbonated Drinks","3.96","39.14"
"USA","North","Competitor_A","Juices","4.79","16.24"
"China","North","Competitor_C","Juices","4.38","12.57"
"Germany","North","Competitor_B","Juices","7.56","26.08"
"India","South","Competitor_C","Water","8.16","33.2"
"China","North","Competitor_A","Carbonated Drinks","4.64","15.81"
"Brazil","North","Competitor_B","Juices","2.36","17.17"
"USA","West","Competitor_B","Water","8.49","30.8"
"Germany","North","Competitor_A","Juices","1.23","24.15"
"China","South","Competitor_A","Water","4.85","10.18"
"China","South","Competitor_A","Juices","2.26","48.96"
"China","East","Competitor_C","Water","7.63","31.32"
"Germany","South","Competitor_B","Carbonated Drinks","1.39","18.21"
"USA","West","Competitor_C","Juices","1.41","42.15"
"Brazil","North","Competitor_C","Water","8.77","47.32"
"China","South","Competitor_B","Carbonated Drinks","5.94","40.21"
"USA","East","Competitor_C","Juices","2.2","19.57"
"India","North","Competitor_C","Carbonated Drinks","9.97","17.03"
"Germany","North","Competitor_B","Juices","7.55","26.86"
"China","East","Competitor_A","Juices","2.54","21.12"
"Brazil","East","Competitor_C","Water","6.12","44.18"
"Brazil","North","Competitor_C","Water","4.8","48.89"
"USA","West","Competitor_A","Juices","6.34","12.76"
"India","South","Competitor_A","Water","7.47","36.72"
"Germany","West","Competitor_C","Carbonated Drinks","3.05","32.37"
"China","North","Competitor_C","Water","2.73","33.34"
"USA","South","Competitor_B","Carbonated Drinks","3.05","18.14"
"Brazil","North","Competitor_B","Water","5.71","20.47"
"Germany","West","Competitor_B","Carbonated Drinks","4.93","41.26"
"USA","West","Competitor_A","Carbonated Drinks","9.29","42.75"
"Brazil","North","Competitor_C","Carbonated Drinks","8.99","37.64"
"India","South","Competitor_B","Carbonated Drinks","2.91","44.92"
"USA","South","Competitor_C","Carbonated Drinks","1.56","32.98"
"India","East","Competitor_C","Carbonated Drinks","3.37","38.12"
"USA","West","Competitor_C","Water","6.06","35.84"
"China","East","Competitor_A","Carbonated Drinks","1.32","14.7"
"China","South","Competitor_B","Water","8.86","45.81"
"Brazil","North","Competitor_B","Juices","1.82","47.27"
"China","West","Competitor_B","Carbonated Drinks","7.61","16.82"
"Germany","North","Competitor_A","Water","9.54","31.59"
"Brazil","West","Competitor_C","Carbonated Drinks","6.07","13.05"
"USA","West","Competitor_C","Juices","3.65","29.68"
"USA","North","Competitor_A","Juices","8.17","37.13"
"India","South","Competitor_A","Carbonated Drinks","8.94","30.96"
"India","North","Competitor_B","Juices","2.91","41.32"
"USA","East","Competitor_B","Water","2.71","15.08"
"Brazil","East","Competitor_C","Carbonated Drinks","7.04","12.94"
"China","South","Competitor_C","Juices","8.9","25.7"
"India","West","Competitor_A","Carbonated Drinks","2.64","17.82"
"China","East","Competitor_A","Juices","2.96","24.84"
"Brazil","West","Competitor_B","Juices","5.78","16.94"
"Brazil","South","Competitor_C","Water","3.96","15.88"
"USA","West","Competitor_C","Carbonated Drinks","5.26","16.06"
"Brazil","South","Competitor_A","Juices","2.05","34.49"
"USA","South","Competitor_C","Water","6.88","12.26"
"USA","South","Competitor_A","Carbonated Drinks","5","27.19"
"China","West","Competitor_C","Juices","5.07","33.18"
"Brazil","West","Competitor_A","Juices","2.95","10.96"
"Brazil","East","Competitor_B","Juices","9.56","42.17"
"Brazil","West","Competitor_C","Juices","8.12","16.32"
"India","East","Competitor_A","Water","7.72","47.32"
"Brazil","North","Competitor_A","Carbonated Drinks","2.4","46.94"
"Germany","East","Competitor_C","Juices","9.12","46.78"
"Germany","West","Competitor_A","Carbonated Drinks","3.83","44.86"
"USA","West","Competitor_B","Juices","6.37","41.87"
"Germany","West","Competitor_A","Water","3.35","12.59"
"China","North","Competitor_B","Juices","8.14","36.92"
"India","East","Competitor_A","Water","1.46","10.48"
"USA","South","Competitor_C","Juices","5.3","42.7"
"Germany","South","Competitor_B","Juices","9.41","22.66"
"Brazil","West","Competitor_C","Water","8.88","28.5"
"USA","East","Competitor_B","Juices","1.5","13.07"
"India","West","Competitor_B","Carbonated Drinks","7.85","36.84"
"Germany","North","Competitor_A","Juices","5.34","13.03"
"India","West","Competitor_A","Juices","4.1","29.16"
"Germany","South","Competitor_A","Water","7.33","49.68"
"Germany","West","Competitor_B","Water","2.78","27.55"
"Germany","North","Competitor_B","Carbonated Drinks","2.2","45.94"
"India","East","Competitor_C","Juices","1.55","19.14"
"Brazil","West","Competitor_B","Carbonated Drinks","4.99","39.34"
"USA","East","Competitor_B","Juices","5.49","23.53"
"India","North","Competitor_A","Carbonated Drinks","6.18","29.7"
"Brazil","West","Competitor_A","Water","3.99","30.64"
"Brazil","East","Competitor_B","Carbonated Drinks","2.53","37.24"
"India","West","Competitor_B","Water","7.29","35.93"
"India","South","Competitor_C","Carbonated Drinks","4.98","24.42"
"Germany","West","Competitor_C","Carbonated Drinks","6.61","13.88"
"China","West","Competitor_A","Carbonated Drinks","6.73","33.61"
"Brazil","North","Competitor_B","Carbonated Drinks","5.96","31.54"
"China","East","Competitor_B","Water","4.83","39.01"
"India","South","Competitor_B","Water","6.86","19.58"
"Brazil","South","Competitor_A","Juices","2.28","18.75"
"USA","West","Competitor_A","Water","7.54","19.18"
"India","North","Competitor_C","Water","6.72","15.56"
"Brazil","North","Competitor_C","Carbonated Drinks","3.99","43.11"
"India","East","Competitor_A","Water","3.35","26.76"
"Brazil","South","Competitor_A","Carbonated Drinks","7.8","43.63"
"India","East","Competitor_A","Carbonated Drinks","5.35","38.52"
"USA","West","Competitor_A","Water","9.79","15.6"
"Germany","South","Competitor_B","Water","8.04","21.86"
"Germany","South","Competitor_C","Water","6.84","30.42"
"USA","North","Competitor_A","Carbonated Drinks","7.85","15.32"
"India","East","Competitor_C","Water","9.76","12.75"
"Brazil","West","Competitor_C","Water","5.49","25.11"
"USA","North","Competitor_B","Carbonated Drinks","5.69","42.27"
"India","North","Competitor_C","Juices","6.56","42.42"
"USA","East","Competitor_A","Water","9.79","21.98"
"India","East","Competitor_B","Water","1.04","10.03"
"USA","North","Competitor_C","Carbonated Drinks","2.77","20.86"
"USA","North","Competitor_B","Carbonated Drinks","3.32","42.76"
"Brazil","North","Competitor_B","Carbonated Drinks","1.77","10.97"
"China","East","Competitor_C","Carbonated Drinks","7.79","48.72"
"Germany","East","Competitor_B","Carbonated Drinks","5.23","33.53"
"USA","West","Competitor_C","Water","1","45.02"
"India","South","Competitor_C","Water","2.12","31.13"
"Germany","West","Competitor_B","Carbonated Drinks","9.78","12.48"
"Germany","South","Competitor_A","Juices","6.19","32.66"
"Germany","South","Competitor_B","Carbonated Drinks","4.51","10.11"
"China","East","Competitor_A","Water","5.37","27.98"
"China","North","Competitor_B","Water","4.78","31.32"
"Germany","East","Competitor_C","Carbonated Drinks","6.29","10.25"
"China","West","Competitor_A","Carbonated Drinks","5.9","22.66"
"Germany","West","Competitor_C","Juices","8.63","11.38"
"USA","South","Competitor_B","Water","1.75","46.51"
"USA","West","Competitor_C","Juices","6.53","12.12"
"Brazil","North","Competitor_A","Juices","8.94","17.46"
"China","North","Competitor_A","Water","1.3","23.6"
"Brazil","East","Competitor_C","Juices","4.23","35.95"
"China","North","Competitor_B","Juices","6.68","49.79"
"Brazil","East","Competitor_A","Carbonated Drinks","7.52","18.45"
"China","North","Competitor_A","Water","7.89","23.4"
"Germany","East","Competitor_C","Water","2.43","27.67"
"Brazil","North","Competitor_B","Water","5","11.94"
"Germany","North","Competitor_B","Carbonated Drinks","6.72","10.03"
"Brazil","North","Competitor_A","Juices","3.57","44.89"
"China","East","Competitor_B","Juices","8.91","41.42"
"India","East","Competitor_B","Juices","4.78","38.22"
"China","South","Competitor_C","Juices","3.21","34.31"
"USA","South","Competitor_C","Water","5.54","34.6"
"Germany","North","Competitor_A","Water","5.05","29.36"
"Germany","East","Competitor_C","Juices","3.88","31.23"
"China","East","Competitor_C","Water","3.33","43.63"
"India","North","Competitor_C","Juices","3.74","23.01"
"Brazil","East","Competitor_C","Juices","1.82","14.56"
"India","North","Competitor_B","Carbonated Drinks","9.37","39.92"
"India","West","Competitor_B","Juices","1.37","25.49"
"USA","North","Competitor_C","Water","3.08","28.8"
"China","South","Competitor_C","Carbonated Drinks","7.83","18.68"
"Brazil","West","Competitor_A","Juices","6.19","13.19"
"Germany","East","Competitor_B","Juices","5.8","46.21"
"Germany","South","Competitor_C","Carbonated Drinks","7.13","20.96"
"China","West","Competitor_A","Water","6.67","49.21"
"India","North","Competitor_B","Water","8.77","30.94"
"China","North","Competitor_B","Carbonated Drinks","4.12","27.6"
"China","South","Competitor_C","Carbonated Drinks","7.26","30.66"
"India","West","Competitor_B","Water","1.48","29.89"
"China","South","Competitor_C","Carbonated Drinks","4.46","46.14"
"USA","South","Competitor_B","Juices","8.43","39.94"
"Germany","West","Competitor_B","Carbonated Drinks","7.22","32.87"
"Germany","West","Competitor_A","Juices","6.17","15.81"
"Germany","East","Competitor_A","Juices","9.59","27.8"
"China","West","Competitor_A","Water","9.98","33.35"
"India","West","Competitor_C","Carbonated Drinks","9.03","10.77"
"Germany","North","Competitor_C","Juices","5.89","29.17"
"China","West","Competitor_B","Juices","9.49","48.45"
"India","East","Competitor_B","Juices","1.51","11.71"
"USA","South","Competitor_A","Carbonated Drinks","4.82","16.44"
"Germany","West","Competitor_B","Juices","1.22","11.74"
"China","West","Competitor_C","Juices","1.46","21.37"
"Germany","South","Competitor_C","Water","2.48","26.55"
"China","West","Competitor_A","Water","2.88","18.14"
"India","West","Competitor_B","Juices","4.22","34.6"
"India","East","Competitor_B","Carbonated Drinks","8.2","29.16"
"Germany","South","Competitor_B","Water","5.46","20.64"
"USA","South","Competitor_A","Carbonated Drinks","2.08","23.1"
"India","East","Competitor_C","Water","1.83","12.32"
"China","East","Competitor_A","Juices","1.81","25.27"
"USA","East","Competitor_A","Water","3.75","28.43"
"USA","North","Competitor_B","Juices","2.9","13.18"
"Brazil","North","Competitor_C","Water","8.27","21.26"
"Germany","North","Competitor_A","Juices","8.01","37.67"
"India","North","Competitor_B","Water","3.75","12.72"
"Brazil","North","Competitor_B","Carbonated Drinks","3.72","22.3"
"India","West","Competitor_A","Water","5.54","29.85"
"Brazil","East","Competitor_C","Water","7.57","30.66"
"India","South","Competitor_C","Carbonated Drinks","8.14","45.52"
"USA","East","Competitor_C","Carbonated Drinks","3.94","47.85"
"China","East","Competitor_A","Water","8.99","15.87"
"Germany","South","Competitor_C","Carbonated Drinks","6.87","43.58"
"USA","East","Competitor_B","Water","4.87","11.43"
"USA","South","Competitor_C","Water","4.18","49.01"
"China","South","Competitor_A","Juices","7.19","37.16"
"USA","South","Competitor_A","Water","2.63","43.24"
"USA","North","Competitor_A","Carbonated Drinks","5.56","15"
"India","South","Competitor_A","Carbonated Drinks","6.82","22.15"
"India","South","Competitor_A","Juices","7.68","18.88"
"China","East","Competitor_B","Carbonated Drinks","1.33","16.43"
"Brazil","South","Competitor_C","Water","5.94","18.43"
"Brazil","East","Competitor_B","Juices","1.21","12.09"
"USA","South","Competitor_C","Water","3.71","32.83"
"India","North","Competitor_B","Water","7.53","21.22"
"Germany","West","Competitor_A","Carbonated Drinks","8.88","38.72"
"China","West","Competitor_A","Juices","8.48","44.64"
"India","East","Competitor_A","Carbonated Drinks","3.98","18.47"
"Brazil","North","Competitor_C","Water","8.25","48.05"
"Brazil","North","Competitor_B","Water","9.4","47.18"
"India","North","Competitor_B","Water","4.73","40.02"
"China","South","Competitor_C","Juices","2.66","46.48"
"Germany","North","Competitor_B","Carbonated Drinks","3.89","30.12"
"India","North","Competitor_B","Carbonated Drinks","4.93","26.02"
"USA","East","Competitor_A","Juices","7.36","44.75"
"China","South","Competitor_A","Carbonated Drinks","5.76","20.22"
"India","North","Competitor_B","Juices","2.18","46.3"
"USA","East","Competitor_A","Juices","1.88","11.8"
"USA","South","Competitor_C","Water","3.05","44.59"
"Brazil","West","Competitor_B","Juices","8.11","32.33"
"India","North","Competitor_C","Carbonated Drinks","2.2","40.74"
"China","South","Competitor_B","Juices","8.93","43.95"
"Germany","North","Competitor_C","Water","5.2","10.18"
"Germany","South","Competitor_B","Juices","3.5","24.36"
"India","South","Competitor_C","Carbonated Drinks","7.03","26.41"
"China","South","Competitor_A","Juices","9.8","43.76"
"USA","West","Competitor_B","Juices","2.07","12.38"
"USA","South","Competitor_C","Juices","2.25","36.91"
"Brazil","West","Competitor_A","Carbonated Drinks","5.47","17.93"
"USA","West","Competitor_C","Water","3.69","14.07"
"China","North","Competitor_A","Water","4.51","38.8"
"Germany","North","Competitor_C","Carbonated Drinks","1.73","44.8"
"China","West","Competitor_C","Carbonated Drinks","5.42","22.08"
"USA","North","Competitor_A","Carbonated Drinks","4.23","46.2"
"Brazil","West","Competitor_B","Carbonated Drinks","2.53","34.58"
"USA","West","Competitor_C","Water","1.71","34.55"
"India","East","Competitor_C","Carbonated Drinks","2.73","15.81"
"Brazil","West","Competitor_A","Carbonated Drinks","4.03","10.75"
"USA","West","Competitor_C","Juices","7.38","46.74"
